Spot	SampleID	Genotype	Mouse	Group	Region_predict	AT	Level_01	Level_02	Level_03	Region_new	Region_equalsize	Age	WholeBrain	coord_Y	coord_X	img_coord_Y	img_coord_X	slide_id
B02_D1__18_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	18	7420.163086	5288.196777	B02_D1
B02_D1__18_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	18	7734.583008	5292.875977	B02_D1
B02_D1__18_4	B02_D1	WT	B02	WT_03	AT_OLF	OLF	CX	OLF		OLF	CX_03	3	all	4	18	1044.562134	5270.970215	B02_D1
B02_D1__18_5	B02_D1	WT	B02	WT_03	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	3	all	5	18	1360.554565	5268.500977	B02_D1
B02_D1__18_6	B02_D1	WT	B02	WT_03	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	3	all	6	18	1659.262695	5286.258301	B02_D1
B02_D1__18_8	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	8	18	2278.67041	5278.629395	B02_D1
B02_D1__18_9	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	9	18	2560.466309	5266.102051	B02_D1
B02_D1__19_10	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	10	19	2863.516113	5582.05127	B02_D1
B02_D1__19_11	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	11	19	3175.220459	5586.863281	B02_D1
B02_D1__19_13	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	13	19	3781.80957	5579.688965	B02_D1
B02_D1__19_14	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	14	19	4095.93042	5584.181641	B02_D1
B02_D1__19_15	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	15	19	4395.849121	5577.777832	B02_D1
B02_D1__19_17	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	17	19	5008.216797	5583.09668	B02_D1
B02_D1__19_18	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	18	19	5305.376953	5585.40918	B02_D1
B02_D1__19_19	B02_D1	WT	B02	WT_03	AT_HPs_CA3_sp	HPs	HP	HPs	CA3_sp	HPs_CA3_sp	HP	3	all	19	19	5607.765625	5592.225098	B02_D1
B02_D1__19_20	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	20	19	5908.270996	5595.085938	B02_D1
B02_D1__19_21	B02_D1	WT	B02	WT_03	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	3	all	21	19	6213.417969	5593.428223	B02_D1
B02_D1__19_22	B02_D1	WT	B02	WT_03	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	3	all	22	19	6526.814941	5591.104492	B02_D1
B02_D1__19_23	B02_D1	WT	B02	WT_03	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	3	all	23	19	6836.103027	5596.681152	B02_D1
B02_D1__19_24	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	24	19	7131.087891	5596.427734	B02_D1
B02_D1__19_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	19	7434.802734	5592.570313	B02_D1
B02_D1__19_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	19	7743.489258	5601.169922	B02_D1
B02_D1__19_27	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	27	19	8053.111816	5597.038086	B02_D1
B02_D1__19_4	B02_D1	WT	B02	WT_03	unknown	NA				unknown		3	all	4	19	1067.084595	5575.444824	B02_D1
B02_D1__19_5	B02_D1	WT	B02	WT_03	AT_CTXsp	CTXsp	CX	CTXsp		CTXsp	CX_03	3	all	5	19	1363.540771	5579.925293	B02_D1
B02_D1__19_7	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	7	19	1969.24939	5580.152344	B02_D1
B02_D1__19_8	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	8	19	2272.370117	5583.11377	B02_D1
B02_D1__19_9	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	9	19	2574.908691	5587.481934	B02_D1
B02_D1__2_11	B02_D1	WT	B02	WT_03	AT_ECT	ECT	CX	COM		ECT	CX_02	3	all	11	2	3220.000732	452.1462402	B02_D1
B02_D1__20_10	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	10	20	2865.319336	5916.848145	B02_D1
B02_D1__20_11	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	11	20	3171.776123	5922.237305	B02_D1
B02_D1__20_13	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	13	20	3773.032227	5913.490234	B02_D1
B02_D1__20_14	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	14	20	4076.630859	5921.318848	B02_D1
B02_D1__20_15	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	15	20	4392.935547	5912.550781	B02_D1
B02_D1__20_16	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	16	20	4672.819824	5932.333008	B02_D1
B02_D1__20_17	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	17	20	4996.38623	5927.60791	B02_D1
B02_D1__20_18	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	18	20	5299.650391	5923.796387	B02_D1
B02_D1__20_19	B02_D1	WT	B02	WT_03	AT_HPd_CA3_so	HPd	HP	HPd	CA3_so	HPd_CA3_so	HP	3	all	19	20	5591.771973	5925.54834	B02_D1
B02_D1__20_20	B02_D1	WT	B02	WT_03	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	3	all	20	20	5904.517578	5925.974121	B02_D1
B02_D1__20_21	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	21	20	6209.701172	5933.930664	B02_D1
B02_D1__20_22	B02_D1	WT	B02	WT_03	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	3	all	22	20	6515.248535	5923.751953	B02_D1
B02_D1__20_23	B02_D1	WT	B02	WT_03	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	3	all	23	20	6814.183105	5924.597168	B02_D1
B02_D1__20_24	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	24	20	7117.252441	5921.398438	B02_D1
B02_D1__20_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	20	7420.221191	5925.083008	B02_D1
B02_D1__20_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	20	7732.750977	5929.935059	B02_D1
B02_D1__20_27	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	27	20	8037.246094	5934.91748	B02_D1
B02_D1__20_28	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	28	20	8342.542969	5932.595703	B02_D1
B02_D1__20_4	B02_D1	WT	B02	WT_03	unknown	NA				unknown		3	all	4	20	1058.834473	5913.237305	B02_D1
B02_D1__20_5	B02_D1	WT	B02	WT_03	unknown	NA				unknown		3	all	5	20	1344.249878	5907.812012	B02_D1
B02_D1__20_6	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	6	20	1666.471802	5912.841797	B02_D1
B02_D1__20_7	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	7	20	1953.487915	5917.853516	B02_D1
B02_D1__20_8	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	8	20	2255.802979	5915.021973	B02_D1
B02_D1__20_9	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	9	20	2568.17627	5915.0625	B02_D1
B02_D1__21_10	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	10	21	2878.623779	6189.977539	B02_D1
B02_D1__21_11	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	HY		TH	HY	3	all	11	21	3192.073486	6187.831055	B02_D1
B02_D1__21_13	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	13	21	3792.386719	6188.087891	B02_D1
B02_D1__21_14	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	14	21	4085.630615	6191.619629	B02_D1
B02_D1__21_15	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	15	21	4403.318848	6204.874023	B02_D1
B02_D1__21_16	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	16	21	4699.887695	6201.18457	B02_D1
B02_D1__21_17	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	17	21	5001.425781	6202.061035	B02_D1
B02_D1__21_18	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	18	21	5311.408203	6205.350098	B02_D1
B02_D1__21_19	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	19	21	5606.133789	6196.891113	B02_D1
B02_D1__21_20	B02_D1	WT	B02	WT_03	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	3	all	20	21	5923.624512	6202.453125	B02_D1
B02_D1__21_21	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	21	21	6224.050293	6205.026855	B02_D1
B02_D1__21_22	B02_D1	WT	B02	WT_03	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	3	all	22	21	6523.266113	6198.673828	B02_D1
B02_D1__21_23	B02_D1	WT	B02	WT_03	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	3	all	23	21	6837.586914	6208.270508	B02_D1
B02_D1__21_24	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	24	21	7123.97998	6210.895996	B02_D1
B02_D1__21_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	21	7440.958984	6215.069336	B02_D1
B02_D1__21_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	21	7738.09082	6205.777832	B02_D1
B02_D1__21_27	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	27	21	8056.779785	6207.688477	B02_D1
B02_D1__21_28	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	28	21	8343.441406	6202.703125	B02_D1
B02_D1__21_4	B02_D1	WT	B02	WT_03	unknown	NA				unknown		3	all	4	21	1063.396484	6192.408203	B02_D1
B02_D1__21_5	B02_D1	WT	B02	WT_03	unknown	NA				unknown		3	all	5	21	1349.778076	6195.297363	B02_D1
B02_D1__21_6	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	6	21	1662.084717	6190.962402	B02_D1
B02_D1__21_7	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	7	21	1968.982178	6189.966797	B02_D1
B02_D1__21_8	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	8	21	2265.116699	6185.247559	B02_D1
B02_D1__21_9	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	9	21	2574.677002	6196.051758	B02_D1
B02_D1__22_10	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	10	22	2852.436523	6498.763672	B02_D1
B02_D1__22_11	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	HY		TH	HY	3	all	11	22	3161.895752	6503.299805	B02_D1
B02_D1__22_13	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	13	22	3768.644775	6496.191406	B02_D1
B02_D1__22_14	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	14	22	4056.330322	6511.664063	B02_D1
B02_D1__22_15	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	15	22	4376.688965	6514.158203	B02_D1
B02_D1__22_16	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	16	22	4675.745117	6506.919434	B02_D1
B02_D1__22_17	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	17	22	4978.019531	6504.396484	B02_D1
B02_D1__22_18	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	18	22	5284.42041	6508.629395	B02_D1
B02_D1__22_19	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	19	22	5590.812012	6510.239258	B02_D1
B02_D1__22_20	B02_D1	WT	B02	WT_03	AT_HPd_DG_po	HPd	HP	HPd	DG_po	HPd_DG_po	HP	3	all	20	22	5889.807129	6517.118652	B02_D1
B02_D1__22_21	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	21	22	6201.119629	6510.604492	B02_D1
B02_D1__22_23	B02_D1	WT	B02	WT_03	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	3	all	23	22	6798.848145	6517.040527	B02_D1
B02_D1__22_24	B02_D1	WT	B02	WT_03	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	3	all	24	22	7116.893555	6513.259766	B02_D1
B02_D1__22_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	22	7408.778809	6512.585938	B02_D1
B02_D1__22_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	22	7723.128906	6510.188477	B02_D1
B02_D1__22_27	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	27	22	8014.036621	6517.730957	B02_D1
B02_D1__22_28	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	28	22	8323.913086	6520.48291	B02_D1
B02_D1__22_6	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	6	22	1621.978638	6491.671875	B02_D1
B02_D1__22_7	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	7	22	1934.027832	6501.880371	B02_D1
B02_D1__22_8	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	8	22	2252.534912	6493.080566	B02_D1
B02_D1__22_9	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	9	22	2551.655762	6496.701172	B02_D1
B02_D1__23_10	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	10	23	2876.075928	6836.689453	B02_D1
B02_D1__23_11	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	11	23	3184.06958	6834.835449	B02_D1
B02_D1__23_13	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	13	23	3773.815186	6826.868164	B02_D1
B02_D1__23_14	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	14	23	4087.813232	6833.360352	B02_D1
B02_D1__23_15	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	15	23	4385.151367	6836.944336	B02_D1
B02_D1__23_16	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	16	23	4692.520508	6843.377441	B02_D1
B02_D1__23_17	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	17	23	5001.859375	6837.774414	B02_D1
B02_D1__23_18	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	18	23	5312.612305	6841.483398	B02_D1
B02_D1__23_19	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	19	23	5603.499023	6838.563477	B02_D1
B02_D1__23_20	B02_D1	WT	B02	WT_03	AT_HPd_DG_po	HPd	HP	HPd	DG_po	HPd_DG_po	HP	3	all	20	23	5912.40625	6838.542969	B02_D1
B02_D1__23_21	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	21	23	6220.850586	6846.551758	B02_D1
B02_D1__23_22	B02_D1	WT	B02	WT_03	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	3	all	22	23	6516.86084	6855.77832	B02_D1
B02_D1__23_23	B02_D1	WT	B02	WT_03	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	3	all	23	23	6826.605469	6843.960449	B02_D1
B02_D1__23_24	B02_D1	WT	B02	WT_03	AT_HPd_CA1_so	HPd	HP	HPd	CA1_so	HPd_CA1_so	HP	3	all	24	23	7117.426758	6831.438477	B02_D1
B02_D1__23_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	23	7442.563965	6843.396484	B02_D1
B02_D1__23_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	23	7742.329102	6842.206055	B02_D1
B02_D1__23_27	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	27	23	8051.669434	6855.006836	B02_D1
B02_D1__23_28	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	28	23	8321.525391	6847.643066	B02_D1
B02_D1__23_4	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	4	23	1056.861206	6821.858887	B02_D1
B02_D1__23_5	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	5	23	1364.75769	6813.067383	B02_D1
B02_D1__23_6	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	6	23	1666.446899	6831.022949	B02_D1
B02_D1__23_7	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	7	23	1963.144653	6823.885254	B02_D1
B02_D1__23_8	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	8	23	2262.143555	6838.175293	B02_D1
B02_D1__23_9	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	9	23	2572.174805	6829.862305	B02_D1
B02_D1__24_10	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	HY		TH	HY	3	all	10	24	2893.963867	7135.418945	B02_D1
B02_D1__24_11	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	11	24	3188.219727	7136.456543	B02_D1
B02_D1__24_13	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	13	24	3791.636963	7130.628906	B02_D1
B02_D1__24_14	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	14	24	4105.209961	7139.131348	B02_D1
B02_D1__24_15	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	15	24	4407.426758	7125.537598	B02_D1
B02_D1__24_16	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	16	24	4709.946289	7134.144043	B02_D1
B02_D1__24_17	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	17	24	5014.966309	7139.103027	B02_D1
B02_D1__24_18	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	18	24	5312.78125	7138.223633	B02_D1
B02_D1__24_19	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	19	24	5610.613281	7136.763184	B02_D1
B02_D1__24_20	B02_D1	WT	B02	WT_03	AT_HPs_DG_sp	HPs	HP	HPs	DG_sp	HPs_DG_sp	HP	3	all	20	24	5925.056641	7143.52002	B02_D1
B02_D1__24_21	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	21	24	6221.568359	7144.874023	B02_D1
B02_D1__24_22	B02_D1	WT	B02	WT_03	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	3	all	22	24	6530.194336	7145.438965	B02_D1
B02_D1__24_23	B02_D1	WT	B02	WT_03	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	3	all	23	24	6844.311523	7146.171387	B02_D1
B02_D1__24_24	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	24	24	7139.378906	7137.192383	B02_D1
B02_D1__24_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	24	7447.783691	7143.030762	B02_D1
B02_D1__24_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	24	7753.326172	7143.706055	B02_D1
B02_D1__24_27	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	27	24	8050.068359	7140.984375	B02_D1
B02_D1__24_28	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	28	24	8345.289063	7143.321777	B02_D1
B02_D1__24_3	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	3	24	761.8692627	7119.765625	B02_D1
B02_D1__24_4	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	4	24	1078.529297	7117.652344	B02_D1
B02_D1__24_5	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	5	24	1369.7052	7114.339844	B02_D1
B02_D1__24_6	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	6	24	1676.602173	7125.838379	B02_D1
B02_D1__24_7	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	7	24	1978.486938	7125.450684	B02_D1
B02_D1__24_8	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	8	24	2282.933838	7122.871582	B02_D1
B02_D1__24_9	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	9	24	2589.4646	7132.249023	B02_D1
B02_D1__25_10	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	HY		TH	HY	3	all	10	25	2881.507813	7430.040039	B02_D1
B02_D1__25_11	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	HY		TH	HY	3	all	11	25	3180.969971	7429.282227	B02_D1
B02_D1__25_13	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	13	25	3784.096436	7424.391602	B02_D1
B02_D1__25_14	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	14	25	4084.096924	7431.722168	B02_D1
B02_D1__25_15	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	15	25	4391.854492	7435.607422	B02_D1
B02_D1__25_16	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	16	25	4700.033691	7436.847656	B02_D1
B02_D1__25_17	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	17	25	5006.368164	7439.745605	B02_D1
B02_D1__25_18	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	HY		TH	HY	3	all	18	25	5309.856445	7443.513184	B02_D1
B02_D1__25_19	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	19	25	5612.155762	7439.548828	B02_D1
B02_D1__25_2	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	2	25	462.9483337	7426.303711	B02_D1
B02_D1__25_20	B02_D1	WT	B02	WT_03	AT_HPd_DG_mo	HPd	HP	HPd	DG_mo	HPd_DG_mo	HP	3	all	20	25	5921.072266	7442.359863	B02_D1
B02_D1__25_21	B02_D1	WT	B02	WT_03	AT_HPd_CA1_slm	HPd	HP	HPd	CA1_slm	HPd_CA_slm	HP	3	all	21	25	6229.57959	7441.683105	B02_D1
B02_D1__25_22	B02_D1	WT	B02	WT_03	AT_HPd_CA1_sr	HPd	HP	HPd	CA1_sr	HPd_CA1_sr	HP	3	all	22	25	6528.137695	7450.785645	B02_D1
B02_D1__25_23	B02_D1	WT	B02	WT_03	AT_HPs_CA1_sp	HPs	HP	HPs	CA1_sp	HPs_CA1_sp	HP	3	all	23	25	6837.328125	7445.581543	B02_D1
B02_D1__25_24	B02_D1	WT	B02	WT_03	AT_FB	FB		FB		FB	FB	3	all	24	25	7124.565918	7431.188477	B02_D1
B02_D1__25_25	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	25	25	7452.531738	7437.293457	B02_D1
B02_D1__25_26	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	26	25	7743.386719	7444.119141	B02_D1
B02_D1__25_27	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	27	25	8053.017578	7456.77002	B02_D1
B02_D1__25_28	B02_D1	WT	B02	WT_03	AT_PTL	PTL	CX	PTL		PTL	CX_01	3	all	28	25	8340.242188	7451.428223	B02_D1
B02_D1__25_3	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	3	25	753.27771	7423.21582	B02_D1
B02_D1__25_4	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	4	25	1070.343262	7419.286133	B02_D1
B02_D1__25_5	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	5	25	1367.558472	7427.121094	B02_D1
B02_D1__25_6	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	6	25	1682.288452	7422.919434	B02_D1
B02_D1__25_7	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	7	25	1969.533325	7424.28125	B02_D1
B02_D1__25_8	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	8	25	2272.136719	7428.54834	B02_D1
B02_D1__25_9	B02_D1	WT	B02	WT_03	AT_HY	HY	BS	HY		HY	HY	3	all	9	25	2572.870117	7432.845703	B02_D1
B02_D1__26_11	B02_D1	WT	B02	WT_03	AT_TH	TH	BS	TH		TH	TH	3	all	11	26	3187.894287	7714.797852	B02_D1
