,spot,x,y,rmse,pcc,snr,model,cvFold
19x23,19x23,19,23,0.8762400436770853,0.44665809679496365,3.458122691224924,mcImpute,3
19x24,19x24,19,24,1.031401152512305,0.5115771030447165,3.2182484146339982,mcImpute,3
19x25,19x25,19,25,1.0217940960366847,0.3686795419393387,3.299081637348721,mcImpute,3
19x26,19x26,19,26,0.9624925480699246,0.45432942333126514,3.252766775320201,mcImpute,3
19x27,19x27,19,27,1.030649501792346,0.4042665419353907,3.2028988194635524,mcImpute,3
19x28,19x28,19,28,0.8973157242068074,0.44586609150583134,3.410085598726221,mcImpute,3
19x29,19x29,19,29,0.8987601118903323,0.4968315202870298,3.370936145670834,mcImpute,3
19x30,19x30,19,30,0.873703887884339,0.4765249885535069,3.449345256044003,mcImpute,3
19x31,19x31,19,31,0.9731991746722534,0.48477142757133623,3.208338439700822,mcImpute,3
20x10,20x10,20,10,1.0296976552958,0.5325099135922152,3.2248577667880896,mcImpute,3
20x13,20x13,20,13,1.0370947543411053,0.40582561717762106,3.1945291873271007,mcImpute,3
20x14,20x14,20,14,0.9450111787598735,0.41463222227354507,3.298217100582803,mcImpute,3
20x15,20x15,20,15,1.0838622097318282,0.44277034584139596,3.134603121525144,mcImpute,3
20x16,20x16,20,16,0.9606166595945622,0.44114318518771317,3.2438237238373646,mcImpute,3
20x17,20x17,20,17,1.072826854646536,0.48558920652676507,3.1145416458838415,mcImpute,3
20x18,20x18,20,18,1.0134653496639727,0.45015715385694455,3.2274454387908875,mcImpute,3
20x19,20x19,20,19,0.9372230608251462,0.4641869232307154,3.332361147015258,mcImpute,3
20x20,20x20,20,20,0.9758325957251248,0.44404790352646806,3.232543984522175,mcImpute,3
20x21,20x21,20,21,0.8544467068655488,0.4234552049335044,3.5060105422081724,mcImpute,3
20x22,20x22,20,22,0.990939702656135,0.45445655023347087,3.2372139465888434,mcImpute,3
20x23,20x23,20,23,0.9337136671624228,0.4821414289907095,3.319814138791713,mcImpute,3
20x24,20x24,20,24,1.0951059423044596,0.6677519455186148,3.1021494710679773,mcImpute,3
20x25,20x25,20,25,0.8474394760969778,0.43477591627155177,3.543258657206516,mcImpute,3
20x26,20x26,20,26,0.9749799029217623,0.4169018762121026,3.2868120087541803,mcImpute,3
20x27,20x27,20,27,1.0382737982790002,0.6676008461482678,3.1552365765179036,mcImpute,3
20x28,20x28,20,28,1.0960313443855205,0.3493436160885306,3.1635076445082504,mcImpute,3
20x29,20x29,20,29,0.9532023632321172,0.4662541293950455,3.269319947231406,mcImpute,3
20x30,20x30,20,30,0.9388146098408431,0.55116199339862,3.2768712533451807,mcImpute,3
20x31,20x31,20,31,1.031414742519421,0.487809546504716,3.2282364968415638,mcImpute,3
21x10,21x10,21,10,0.9711411740590421,0.4873457888731193,3.2020999460705495,mcImpute,3
21x13,21x13,21,13,0.9560336213013814,0.42534401103259134,3.276870458173611,mcImpute,3
21x14,21x14,21,14,0.9663443215610946,0.4284903245105017,3.28078471879843,mcImpute,3
21x15,21x15,21,15,1.049358309092055,0.47214505557926423,3.1463308608073044,mcImpute,3
21x16,21x16,21,16,0.8670532424538305,0.40327180161656745,3.4802962615770205,mcImpute,3
21x17,21x17,21,17,0.9184222957153512,0.48496939579339343,3.319340588160049,mcImpute,3
21x18,21x18,21,18,1.2686395223267604,0.44059148930413666,2.997455887411575,mcImpute,3
21x19,21x19,21,19,0.9265708622406715,0.48407664690014446,3.333992455873274,mcImpute,3
21x20,21x20,21,20,0.8697380874852103,0.47399658099611564,3.412063620026484,mcImpute,3
21x21,21x21,21,21,1.0437915468562278,0.47532397360510115,3.1090453196248764,mcImpute,3
21x22,21x22,21,22,0.9078199350716406,0.4376173176265685,3.3628295225112104,mcImpute,3
21x23,21x23,21,23,0.9819981448752447,0.5463213087502221,3.2664016808879244,mcImpute,3
21x24,21x24,21,24,1.1369449747768763,0.5780372820140657,3.0964914445347356,mcImpute,3
21x25,21x25,21,25,1.0344063487759227,0.4238128478293874,3.142448143634878,mcImpute,3
21x26,21x26,21,26,0.9867199823855842,0.41133562148682956,3.233148242832286,mcImpute,3
21x27,21x27,21,27,1.079710950192369,0.570384548401577,3.1768695740758783,mcImpute,3
21x28,21x28,21,28,0.8277791382110449,0.45210169086233476,3.5988797801282844,mcImpute,3
21x29,21x29,21,29,0.9708216553819741,0.5059524706420229,3.2818737827216657,mcImpute,3
21x30,21x30,21,30,0.930050726416085,0.4758122262128569,3.3276538024462985,mcImpute,3
21x31,21x31,21,31,0.9767171203212905,0.5154278981059008,3.267321835017701,mcImpute,3
22x11,22x11,22,11,0.9642708368865559,0.4077662070947697,3.3061135232080723,mcImpute,3
22x13,22x13,22,13,1.1675475010058134,0.5056857528154848,3.035403653392197,mcImpute,3
22x14,22x14,22,14,0.9815839231448998,0.4562991117039156,3.251252163589743,mcImpute,3
22x15,22x15,22,15,0.8848366568330651,0.42235471809173614,3.4198086770033282,mcImpute,3
22x16,22x16,22,16,0.8805760581826824,0.4130508142668715,3.4394780702812167,mcImpute,3
22x17,22x17,22,17,0.8896538150898229,0.4382891895515933,3.4162870082854377,mcImpute,3
22x18,22x18,22,18,1.0468598026797213,0.4790468572572466,3.1247122183733396,mcImpute,3
22x19,22x19,22,19,0.9587050183692587,0.46330857667203657,3.29729924080177,mcImpute,3
22x20,22x20,22,20,0.9203607164230863,0.4625926694999659,3.394229602938602,mcImpute,3
22x21,22x21,22,21,0.9289672880908831,0.45239510923907755,3.3164056713343117,mcImpute,3
22x23,22x23,22,23,0.9232371499974452,0.4533001025367495,3.3059677856728067,mcImpute,3
22x24,22x24,22,24,0.9982510236234259,0.634525113133416,3.2104239129703207,mcImpute,3
22x25,22x25,22,25,0.9835212135399348,0.5551052576007867,3.2411162248535192,mcImpute,3
22x26,22x26,22,26,0.8833230663827043,0.43453495369141015,3.3829118742810182,mcImpute,3
22x27,22x27,22,27,1.0047171039702625,0.4720292965173068,3.1438142307086814,mcImpute,3
22x28,22x28,22,28,0.9435287358953575,0.45492857474327536,3.308335261856039,mcImpute,3
22x29,22x29,22,29,0.8967240538497405,0.4690651403213737,3.4435835355807,mcImpute,3
22x30,22x30,22,30,0.9594039991159232,0.47826739971578014,3.270816424148654,mcImpute,3
22x31,22x31,22,31,0.959228579955129,0.4954509620337755,3.235409980778928,mcImpute,3
23x10,23x10,23,10,0.9230438326687727,0.3956192101758348,3.2948840783089524,mcImpute,3
23x11,23x11,23,11,1.0559266166871712,0.4563310318072966,3.1384515664938992,mcImpute,3
23x13,23x13,23,13,1.0119189043508892,0.5438160173705602,3.231457997761784,mcImpute,3
23x14,23x14,23,14,0.9489630247577202,0.4198922088329019,3.2928985246056324,mcImpute,3
23x15,23x15,23,15,0.9294118059482305,0.42588772833330946,3.309484813839572,mcImpute,3
23x16,23x16,23,16,0.9695968509194859,0.3930026937766954,3.260100858015052,mcImpute,3
23x17,23x17,23,17,0.9670589849141508,0.4755001217099677,3.228955195861705,mcImpute,3
23x18,23x18,23,18,0.958233599917144,0.4348332692110247,3.26972522025813,mcImpute,3
23x19,23x19,23,19,0.8935553338197972,0.4742598980106093,3.3669418608058126,mcImpute,3
23x20,23x20,23,20,0.8895252627938774,0.4648545723262466,3.439763426162063,mcImpute,3
23x21,23x21,23,21,0.966165943858378,0.483299362148006,3.253758334010151,mcImpute,3
23x22,23x22,23,22,0.8967325397410931,0.4566585301005779,3.405449033416061,mcImpute,3
23x23,23x23,23,23,0.9551583056987557,0.4598438540513904,3.243039489405697,mcImpute,3
23x24,23x24,23,24,1.0363658868575674,0.5756696753879142,3.1835169723377503,mcImpute,3
23x25,23x25,23,25,0.9856795670195898,0.5398849331453408,3.1986600084192265,mcImpute,3
23x26,23x26,23,26,0.9726653451721942,0.43102206541571497,3.2895996018905524,mcImpute,3
23x27,23x27,23,27,0.962695880092158,0.44575839339404144,3.318493690943133,mcImpute,3
23x28,23x28,23,28,0.8581571541674275,0.43594344180303235,3.5097613593056782,mcImpute,3
23x29,23x29,23,29,0.9937476827573896,0.47946556063634127,3.2080204749358963,mcImpute,3
23x30,23x30,23,30,0.9418101099132018,0.5117245712817375,3.3005912319833453,mcImpute,3
23x31,23x31,23,31,0.9277560627912175,0.5075321830729328,3.2729993910105977,mcImpute,3
24x10,24x10,24,10,0.995736442532074,0.42613119032330654,3.2149222920724507,mcImpute,3
24x11,24x11,24,11,0.93228491025032,0.43277035627194915,3.338066364003772,mcImpute,3
24x13,24x13,24,13,0.9217869732866908,0.45877334456522767,3.3387367419656027,mcImpute,3
24x14,24x14,24,14,1.0106583309381818,0.4875285115015313,3.178870033056547,mcImpute,3
24x15,24x15,24,15,0.9274260179342254,0.4373426027642665,3.442362484239401,mcImpute,3
24x16,24x16,24,16,0.8566778063240515,0.4444195365296878,3.4351884689557117,mcImpute,3
24x17,24x17,24,17,0.8636169903217488,0.45717227291030593,3.433298913825927,mcImpute,3
24x18,24x18,24,18,0.9533729493892725,0.44960193286896,3.2940027681657686,mcImpute,3
24x19,24x19,24,19,1.031412236234839,0.47942308176455894,3.146898054570303,mcImpute,3
24x20,24x20,24,20,0.9706144159856375,0.45290271773117996,3.2500233562038328,mcImpute,3
24x21,24x21,24,21,0.9671980333918196,0.48831725197763987,3.3582612650587906,mcImpute,3
24x22,24x22,24,22,1.0222766648711148,0.4558680034329225,3.2319129381572527,mcImpute,3
24x23,24x23,24,23,0.9036963067353931,0.41099770819991754,3.371517458263878,mcImpute,3
24x24,24x24,24,24,1.01592128556501,0.6587252305762329,3.153305074085195,mcImpute,3
24x25,24x25,24,25,0.9329661720254149,0.4402925826407045,3.2808689862355114,mcImpute,3
24x26,24x26,24,26,1.020837533322729,0.4047376308645834,3.281835650777765,mcImpute,3
24x27,24x27,24,27,0.9435897387845519,0.44021754051902273,3.295177286406456,mcImpute,3
24x28,24x28,24,28,0.893431067086537,0.43462845108848436,3.4541299343859704,mcImpute,3
24x29,24x29,24,29,0.9311923468815408,0.4761358273144396,3.325106768913843,mcImpute,3
24x30,24x30,24,30,0.9204624309430448,0.4687388554469349,3.3064981558905147,mcImpute,3
24x31,24x31,24,31,0.9989345291138217,0.46121779153094566,3.2834638319115133,mcImpute,3
24x9,24x9,24,9,0.9397975246104737,0.3895004786053283,3.2569386818530726,mcImpute,3
25x10,25x10,25,10,0.9618823347025458,0.4233734177597728,3.250003644739794,mcImpute,3
25x11,25x11,25,11,1.1047421271360731,0.5250165700383735,3.055496210996581,mcImpute,3
25x13,25x13,25,13,0.9313313919914498,0.4604510784391008,3.281680829470842,mcImpute,3
25x14,25x14,25,14,0.9110913562053091,0.4425575135434321,3.335468694739559,mcImpute,3
25x15,25x15,25,15,0.9302067953420927,0.39330128265112896,3.3641355545674614,mcImpute,3
25x16,25x16,25,16,0.9351801840642074,0.47887792470531776,3.462447787440734,mcImpute,3
25x17,25x17,25,17,0.9825637105554024,0.4557760002037182,3.3528440969957236,mcImpute,3
25x18,25x18,25,18,0.9403561782035024,0.42128575137703994,3.331682603293416,mcImpute,3
25x19,25x19,25,19,0.9492237093111852,0.44968341544970436,3.251259681227817,mcImpute,3
25x20,25x20,25,20,0.9015537251748886,0.4339718238312006,3.380571773641532,mcImpute,3
25x21,25x21,25,21,0.9549563189039018,0.4613298806412137,3.2635294812417612,mcImpute,3
25x22,25x22,25,22,0.9006389180151673,0.4711137704304553,3.383697725147192,mcImpute,3
25x23,25x23,25,23,1.0246705769443107,0.4255992047516161,3.195155051739814,mcImpute,3
25x24,25x24,25,24,0.9730579835807096,0.5099551641895381,3.2843759925303067,mcImpute,3
25x25,25x25,25,25,0.9434373084409257,0.38728200760187415,3.3161272992892923,mcImpute,3
25x26,25x26,25,26,0.9015778919657451,0.39142116009307915,3.3933799194234178,mcImpute,3
25x27,25x27,25,27,1.0068344218417615,0.5376195165553621,3.286062306271755,mcImpute,3
25x28,25x28,25,28,0.886427811600187,0.40204335676515357,3.453630976999527,mcImpute,3
25x29,25x29,25,29,0.9119735518443195,0.463082227582262,3.364177176316514,mcImpute,3
25x30,25x30,25,30,0.8892615537989813,0.4322583969822368,3.458594685221883,mcImpute,3
25x31,25x31,25,31,0.9522727860065953,0.4546275887938683,3.288747267352096,mcImpute,3
25x9,25x9,25,9,1.0398987720897608,0.526318044825824,3.1284840923201833,mcImpute,3
26x11,26x11,26,11,0.8399489339822395,0.455860185126417,3.5221547159262045,mcImpute,3
26x13,26x13,26,13,0.9222811999326415,0.42184054674161986,3.3300128521525214,mcImpute,3
26x14,26x14,26,14,0.9380541660257589,0.3979393249148274,3.3246014515268896,mcImpute,3
26x15,26x15,26,15,1.0488775127164687,0.4048372013849101,3.297802603137705,mcImpute,3
26x16,26x16,26,16,0.9289580596516631,0.49082154749105844,3.3014719303591753,mcImpute,3
