,RMSE,MAPE,SNR,PCC,ModelName,hoMR,impMR,redMR,cvFold
0,0.9482797536128971,0.11108344609181565,3.299106414332953,0.7218197251023103,MIST,0.42343356059799014,0.00015609649278553082,0.4232774641052046,0
0,0.9938380283105951,0.11445577434519887,3.2588943273067987,0.6971070531966888,mcImpute,0.42343356059799014,0.0006458399914775753,0.4227877206065126,0
0,1.1141109379385268,0.1202485865955821,2.9321359153777817,0.7116221837847565,MAGIC,0.42343356059799014,0.0,0.42343356059799014,0
0,1.634976982729472,0.16640919300234738,2.4074417018711545,0.5934109744605254,spKNN,0.42343356059799014,0.009946527703798396,0.41348703289419175,0
0,2.5640908345035394,0.25967937215110226,2.0941825594435195,0.3302437069558757,knnSmooth,0.42343356059799014,0.048740575026928495,0.3746929855710617,0
0,0.9465510684524722,0.11093550654453256,3.301086895332246,0.7221236219065719,MIST,0.42343356059799014,0.0001346424724500787,0.42329891812554005,1
0,0.9893002958347648,0.11422911980797244,3.262030207698262,0.6989248450041853,mcImpute,0.42343356059799014,0.0005748197862291822,0.42285874081176095,1
0,1.120034320123279,0.12028693692235891,2.930374576245472,0.7068540934430435,MAGIC,0.42343356059799014,0.0,0.42343356059799014,1
0,1.6328308374770741,0.16585230886253924,2.4119383222775275,0.5920200823582455,spKNN,0.42343356059799014,0.010057496774499011,0.4133760638234911,1
0,2.572497961746805,0.25996155271106275,2.089686128003697,0.325761285976327,knnSmooth,0.42343356059799014,0.05070842654735272,0.37272513405063745,1
0,0.9489194491854418,0.11073055533604705,3.3033125343043586,0.7212900596604259,MIST,0.42343356059799014,0.00017903010073032444,0.4232545304972598,2
0,0.997954576561593,0.11445766251290768,3.2578259284819167,0.6952092846454109,mcImpute,0.42343356059799014,0.0007168601967259686,0.4227167004012642,2
0,1.1154241789012969,0.12036774403240727,2.9304194098603475,0.7113712103588508,MAGIC,0.42343356059799014,0.0,0.42343356059799014,2
0,1.6332355866553756,0.16643631878126236,2.4073054599974015,0.5938221377923407,spKNN,0.42343356059799014,0.01011520069126333,0.41331835990672683,2
0,2.5817829340019567,0.2604994271829198,2.0865297748922207,0.3250235731450062,knnSmooth,0.42343356059799014,0.04962980718014275,0.3738037534178474,2
0,0.9543888339237506,0.11124653703708064,3.2973914038054324,0.7188636906889204,MIST,0.42343356059799014,0.0002678053572908159,0.4231657552406993,3
0,0.9971811441103458,0.11450956311098882,3.2574915702724234,0.6960998730044794,mcImpute,0.42343356059799014,0.0007471917427174698,0.42268636885527267,3
0,1.113855150293271,0.1201452926121577,2.9329059837735394,0.7112779995025187,MAGIC,0.42343356059799014,0.0,0.42343356059799014,3
0,1.6388344842012907,0.16658232538095089,2.405355307585297,0.5937044249855515,spKNN,0.42343356059799014,0.010184001515097713,0.4132495590828924,3
0,2.5738785562418776,0.26031590214345,2.0883289318833445,0.3261137473919346,knnSmooth,0.42343356059799014,0.04975409253932744,0.3736794680586627,3
0,0.9689216519303472,0.11262656940366601,3.279872961012509,0.7097897887087106,MIST,0.42798551187812933,0.0002729839139235112,0.42771252796420584,4
0,0.9948578064476467,0.11445130400229694,3.259969130325186,0.696306262840617,mcImpute,0.42798551187812933,0.0007479315365221406,0.4272375803416072,4
0,1.1165936970385901,0.12049448600572694,2.925720476413464,0.7122763471803163,MAGIC,0.42798551187812933,0.0,0.42798551187812933,4
0,1.6517540071387051,0.16801328336432403,2.388358503331972,0.5895989611357569,spKNN,0.42798551187812933,0.010503592438715481,0.4174819194394139,4
0,2.5635242030341927,0.2587433634650833,2.0947572421782388,0.3279151584543345,knnSmooth,0.42798551187812933,0.049470011718333866,0.37851550015979546,4
