,gene,pval,padj,lfc
2137,Snrnp70,0.08474442508655801,0.11465763093289366,-0.19633344421766186
6851,Diras2,0.08474442508655801,0.11465763093289366,-0.24803168121688213
2792,Wwp2,0.08545029192359399,0.11554944477858328,-0.1767411993451633
4520,Ezr,0.08545029192359399,0.11554944477858328,-0.22044934071712774
941,Uckl1,0.08545029192359399,0.11554944477858328,-0.10786156525442436
9426,Ddx5,0.08545029192359399,0.11554944477858328,0.1642674092207681
9251,Dhx33,0.08616090396072136,0.11641488976828959,-0.19047804059822226
3420,Gba2,0.08616090396072136,0.11641488976828959,-0.2253259335459843
2019,Rnf6,0.08616090396072136,0.11641488976828959,-0.2297459794963812
4550,Ythdf2,0.08616090396072136,0.11641488976828959,-0.2013614838101665
9610,Mark2,0.08616090396072136,0.11641488976828959,-0.1686571979168292
8162,Psat1,0.08616090396072136,0.11641488976828959,0.22124812987645814
8850,Mrps36,0.08687628224125318,0.1172693491898919,-0.19354590430352303
1123,Ube2e3,0.08687628224125318,0.1172693491898919,-0.21163115484180928
1617,Nat8l,0.08687628224125318,0.1172693491898919,0.2701260790739495
6970,Gm6520,0.08687628224125318,0.1172693491898919,-0.21084140599844403
7604,Tspyl3,0.08687628224125318,0.1172693491898919,-0.14656694341587162
7945,Nptn,0.08687628224125318,0.1172693491898919,0.1436266405571054
4621,Hip1r,0.08687628224125318,0.1172693491898919,-0.22480316708293469
208,Senp7,0.08759644780449971,0.11811253347824938,-0.16870715509579703
9406,Hint1,0.08759644780449971,0.11811253347824938,0.3001575570150301
5517,Kidins220,0.08759644780449971,0.11811253347824938,0.21244778492709138
2435,Luc7l,0.08759644780449971,0.11811253347824938,-0.15679115624737427
2411,Ampd3,0.08759644780449971,0.11811253347824938,-0.1365233502710952
6129,Zbed5,0.08759644780449971,0.11811253347824938,-0.1338550043800053
3141,Eif2b5,0.08759644780449971,0.11811253347824938,-0.18423349810576717
7836,Dcn,0.08759644780449971,0.11811253347824938,-0.20709876240579206
9445,Gad1,0.08832142168478097,0.11904139301465096,0.26861571832733855
2573,Pde1a,0.08832142168478097,0.11904139301465096,-0.23882031569917572
7031,Trim41,0.08832142168478097,0.11904139301465096,-0.18768651839233197
1074,Cx3cl1,0.08905122491043227,0.11992700354463741,-0.27290027632859815
4932,Ppp2r2b,0.08905122491043227,0.11992700354463741,-0.2891537908455266
2380,Rps6kc1,0.08905122491043227,0.11992700354463741,-0.15373360736104136
5613,Hcn2,0.08905122491043227,0.11992700354463741,-0.2751271170808156
2530,Rhbdd3,0.08905122491043227,0.11992700354463741,-0.15136173243546747
9595,Ppp4r3b,0.08905122491043227,0.11992700354463741,-0.1644241427973494
7361,Polr2g,0.08978587850280383,0.12083413087039019,-0.22631438114847935
1005,Cnpy2,0.08978587850280383,0.12083413087039019,0.17214907426285997
3635,Pamr1,0.08978587850280383,0.12083413087039019,-0.14270002945132187
1868,Dnajc8,0.08978587850280383,0.12083413087039019,-0.22584234085652177
6621,Vamp4,0.08978587850280383,0.12083413087039019,0.19146618940350546
8562,Pycrl,0.09052540347525424,0.12176312937874782,-0.1262338129081142
4777,Huwe1,0.09052540347525424,0.12176312937874782,-0.20715802333108613
4933,Smarcc2,0.09052540347525424,0.12176312937874782,-0.2367176675953635
5470,Sptb,0.09052540347525424,0.12176312937874782,-0.18673351401087324
5620,Ubr1,0.09126982083213744,0.1227310503591594,-0.18126132731271039
8777,Ptpra,0.09126982083213744,0.1227310503591594,0.2333376253189412
9715,Rab5b,0.09201915156778362,0.1236378468640613,0.2013733845472716
4986,Pds5b,0.09201915156778362,0.1236378468640613,-0.2815893472866451
1916,B4galt6,0.09201915156778362,0.1236378468640613,-0.22478534024001195
5370,Fermt2,0.09201915156778362,0.1236378468640613,-0.22293007109636864
830,Vopp1,0.09201915156778362,0.1236378468640613,-0.20752680035879756
3333,Myo5b,0.09201915156778362,0.1236378468640613,-0.19047616880103746
2748,Nudt3,0.09277341666547408,0.12460051738684971,-0.2769445303527256
7876,Dctn3,0.09277341666547408,0.12460051738684971,0.2724496151851028
2897,Med21,0.09277341666547408,0.12460051738684971,-0.18137399220087413
9059,Rpl21-ps8,0.09353263709641024,0.1255520188323998,-0.22248162053197884
6565,Tmem47,0.09353263709641024,0.1255520188323998,-0.28279933524605294
238,Usp2,0.09353263709641024,0.1255520188323998,-0.15923894917911063
798,Ptbp2,0.09353263709641024,0.1255520188323998,-0.2605889995974291
8039,Timp3,0.09429683381867571,0.12656065350266704,-0.23089534189065386
1866,mt-Tq,0.09506602777619344,0.12745469749151397,-0.18571602611837967
9532,Gm43841,0.09506602777619344,0.12745469749151397,-0.2529025107470204
314,Adgra1,0.09506602777619344,0.12745469749151397,-0.1849719309561184
524,Mycbp,0.09506602777619344,0.12745469749151397,-0.08883792066859897
7284,Matn2,0.09506602777619344,0.12745469749151397,-0.11688749272208909
8549,Rnf214,0.09506602777619344,0.12745469749151397,-0.1656415949984016
348,Rsu1,0.09506602777619344,0.12745469749151397,-0.10939111169087656
9125,Rpl10,0.09506602777619344,0.12745469749151397,0.19833538776553006
1433,Syp,0.09584023989767632,0.1283709035076783,0.19203259029336195
25,Parm1,0.09584023989767632,0.1283709035076783,-0.23481466322467526
2454,Slc6a1,0.09584023989767632,0.1283709035076783,0.27880950734085186
5125,Uhmk1,0.09584023989767632,0.1283709035076783,0.2463888607225524
4594,Ilf3,0.09584023989767632,0.1283709035076783,-0.19706626855841236
397,Atg4d,0.09584023989767632,0.1283709035076783,-0.14071362704144974
9409,Prpf8,0.09584023989767632,0.1283709035076783,0.19267753917274266
9757,Abca2,0.09661949109557162,0.12932710396542957,0.18450619788079514
5666,Bclaf1,0.09661949109557162,0.12932710396542957,-0.1783569536120444
6359,Preb,0.09661949109557162,0.12932710396542957,-0.17877093595792903
7888,Ammecr1l,0.09661949109557162,0.12932710396542957,-0.15113522237520538
3361,Leprotl1,0.09661949109557162,0.12932710396542957,-0.2334357924132604
4965,Tjp1,0.0974038022650001,0.13023595294061982,-0.15042369357800478
8334,Ppp4r2,0.0974038022650001,0.13023595294061982,-0.21745212746836007
4029,Gm10177,0.0974038022650001,0.13023595294061982,-0.1916556773716218
8873,Copg1,0.0974038022650001,0.13023595294061982,0.24385389437186067
9241,Gpr146,0.0974038022650001,0.13023595294061982,-0.17241628824321875
6341,Vps18,0.0974038022650001,0.13023595294061982,-0.19630786040202075
3279,Pigs,0.0974038022650001,0.13023595294061982,-0.15602686286037315
5200,Klhdc8b,0.0974038022650001,0.13023595294061982,-0.14029258818157775
5621,Dhx15,0.09819319428268906,0.13118504673040418,-0.2441434993153413
9486,Stum,0.09819319428268906,0.13118504673040418,-0.20673005841738323
8764,Ugp2,0.09819319428268906,0.13118504673040418,-0.30367508515569597
2964,Prrt1,0.09819319428268906,0.13118504673040418,0.2710894086508837
7337,Prlr,0.09819319428268906,0.13118504673040418,-0.160776313190107
4239,Rab11a,0.09819319428268906,0.13118504673040418,-0.24756633050767363
9192,Pgm2l1,0.09898768800589935,0.13210376331341728,-0.10884363790237295
6292,Gm15536,0.09898768800589935,0.13210376331341728,0.16565883379263813
4023,Gm15459,0.09898768800589935,0.13210376331341728,-0.22853731576084968
6128,Lrpap1,0.09898768800589935,0.13210376331341728,0.1755062413683781
2408,Lrrc73,0.09898768800589935,0.13210376331341728,-0.16275685102956938
2337,Ywhae,0.09898768800589935,0.13210376331341728,0.14348573544301502
2736,Hnrnpab,0.09898768800589935,0.13210376331341728,0.1768498865541268
6509,Ypel3,0.09898768800589935,0.13210376331341728,-0.24257883232604804
9363,Bod1,0.09978730427134674,0.1330631892649189,-0.24499986631374782
5261,Rpl13,0.09978730427134674,0.1330631892649189,0.23323060829795317
9774,Khdrbs1,0.09978730427134674,0.1330631892649189,-0.27214125219186514
7615,Armcx2,0.09978730427134674,0.1330631892649189,0.20354496200606853
1809,Akap6,0.09978730427134674,0.1330631892649189,-0.22518849955213494
439,Ccdc92,0.09978730427134674,0.1330631892649189,-0.24118208214029568
8987,Fam76a,0.10059206389411794,0.13400986912261093,-0.16868311693759974
3698,Smu1,0.10059206389411794,0.13400986912261093,-0.16700494035096813
3320,Rcn1,0.10059206389411794,0.13400986912261093,-0.1240871682873923
5236,Snn,0.10059206389411794,0.13400986912261093,0.23105835335629354
4241,Acsf3,0.10059206389411794,0.13400986912261093,-0.14005337824748132
7820,Ndufb8,0.10059206389411794,0.13400986912261093,0.22875561790818555
9659,Arid5b,0.10059206389411794,0.13400986912261093,-0.1542027911418007
434,Grik2,0.10140198766658026,0.13501613243411553,-0.15670189259880107
8572,Slc25a51,0.10140198766658026,0.13501613243411553,-0.17126094941091186
2282,Micu1,0.10140198766658026,0.13501613243411553,-0.15519140392007635
8645,Stk16,0.10140198766658026,0.13501613243411553,-0.2567832787215325
1741,Eid2,0.10221709635728614,0.1360099171839451,-0.2158849044848159
6191,Akap8l,0.10221709635728614,0.1360099171839451,-0.19140692671281023
8344,Ccnd1,0.10221709635728614,0.1360099171839451,-0.19202420540939347
4702,Gm16005,0.10221709635728614,0.1360099171839451,-0.18086351116086874
9662,Hdac6,0.10221709635728614,0.1360099171839451,-0.10657375650152723
7292,Mapkapk2,0.10303741070987214,0.13697246763675963,-0.17320307516028244
2451,Tspan17,0.10303741070987214,0.13697246763675963,0.1094577055781496
8765,Pias1,0.10303741070987214,0.13697246763675963,-0.17898304893772465
6644,Morf4l1,0.10303741070987214,0.13697246763675963,0.20517823064819485
4891,Reep2,0.10303741070987214,0.13697246763675963,0.26323950409503016
406,Tubgcp2,0.10303741070987214,0.13697246763675963,-0.15417071427541273
9626,Rps6-ps1,0.10303741070987214,0.13697246763675963,0.22692883276181242
9007,Amph,0.10386295144195208,0.13797719600043398,0.2513296120475088
1487,Rpsa,0.10386295144195208,0.13797719600043398,0.24502332938658
6674,Rtca,0.10386295144195208,0.13797719600043398,-0.2051454091090834
7730,Gm7384,0.10386295144195208,0.13797719600043398,-0.20105864364841342
6880,Iqsec3,0.10386295144195208,0.13797719600043398,-0.1767114961331231
4922,Cpeb4,0.10469373924400462,0.13880128147158102,-0.20823898063084023
5298,Bptf,0.10469373924400462,0.13880128147158102,-0.21893396759661332
7400,Bnip3,0.10469373924400462,0.13880128147158102,-0.20149808477747388
1746,Eml1,0.10469373924400462,0.13880128147158102,-0.12874410163577377
8674,Pex7,0.10469373924400462,0.13880128147158102,-0.14571644001810036
1766,Ak2,0.10469373924400462,0.13880128147158102,-0.14968833230589507
7234,Ccni,0.10469373924400462,0.13880128147158102,-0.24364427303930558
6846,Git1,0.10469373924400462,0.13880128147158102,-0.2661949792242648
370,Trafd1,0.10469373924400462,0.13880128147158102,-0.16599122902164076
6498,Sptbn2,0.10469373924400462,0.13880128147158102,0.22720331971829033
3228,Nck2,0.10469373924400462,0.13880128147158102,-0.15688303343695686
341,Hdgfrp3,0.10469373924400462,0.13880128147158102,-0.22800397342065448
5540,Arl14ep,0.10469373924400462,0.13880128147158102,-0.1792920393996127
9777,Mrps33,0.10469373924400462,0.13880128147158102,-0.26801549734036456
8506,Cpne6,0.10469373924400462,0.13880128147158102,0.2335636710545188
6768,Hook1,0.105529794778256,0.13977858612147365,-0.17058882148202859
6115,Apod,0.105529794778256,0.13977858612147365,0.2674422990782608
1036,Fuom,0.105529794778256,0.13977858612147365,-0.17583424464501807
1101,Fxyd5,0.105529794778256,0.13977858612147365,-0.15508519002573884
2178,Mrps26,0.105529794778256,0.13977858612147365,-0.20835521549791913
9488,Anp32a,0.105529794778256,0.13977858612147365,-0.24548765823746965
1473,Ppp2ca,0.105529794778256,0.13977858612147365,0.17576340954095748
3779,Rps19-ps13,0.10637113867755714,0.14074223283898257,-0.1804601245617512
143,Atg3,0.10637113867755714,0.14074223283898257,-0.22077601831828098
6781,Tpcn1,0.10637113867755714,0.14074223283898257,-0.15827054926180573
9562,Gm4525,0.10637113867755714,0.14074223283898257,-0.1621913521292555
7566,Podxl2,0.10637113867755714,0.14074223283898257,0.19819425132662882
5695,Adk,0.10637113867755714,0.14074223283898257,-0.21475817711660117
5373,Usp9x,0.10637113867755714,0.14074223283898257,-0.2514928646796051
9432,Cxxc5,0.10637113867755714,0.14074223283898257,-0.2433015371210967
6902,Nup153,0.10721779154425455,0.14171083657278694,-0.14811724470018195
509,Tnks,0.10721779154425455,0.14171083657278694,-0.19412677570027093
8949,Snx17,0.10721779154425455,0.14171083657278694,0.163573444675567
525,Nrd1,0.10721779154425455,0.14171083657278694,-0.14413527377596047
5901,Mib1,0.10721779154425455,0.14171083657278694,-0.2408850466451664
6436,Kcnc4,0.10721779154425455,0.14171083657278694,-0.26742327052604686
1127,Ptn,0.10721779154425455,0.14171083657278694,-0.11296757833183602
8924,Ndufb9,0.10721779154425455,0.14171083657278694,0.20678402615790503
2142,C330018D20Rik,0.10806977394905759,0.1427415585684949,-0.12925071544177502
5882,Stmn3,0.10806977394905759,0.1427415585684949,0.17402084138454832
2912,Begain,0.10806977394905759,0.1427415585684949,-0.1751467339466144
3355,Farp1,0.10806977394905759,0.1427415585684949,-0.20933530179433912
7689,Cops9,0.10806977394905759,0.1427415585684949,-0.14341437922216738
5979,Gm16418,0.10892710642989896,0.1437779671662429,-0.18001642305006893
2268,Mpnd,0.10892710642989896,0.1437779671662429,-0.153038941018802
4077,Trappc9,0.10892710642989896,0.1437779671662429,-0.1618705826788167
2957,Ubr3,0.10892710642989896,0.1437779671662429,-0.24625272910224005
7570,Pcif1,0.10892710642989896,0.1437779671662429,-0.11902970202339347
3483,Mea1,0.10978980949079119,0.1447814696470804,-0.23002082734685558
4795,Slc25a5,0.10978980949079119,0.1447814696470804,0.19454091958557296
7316,Enho,0.10978980949079119,0.1447814696470804,0.18309550926421814
9035,Kdsr,0.10978980949079119,0.1447814696470804,-0.1428674046456333
4568,Orai1,0.10978980949079119,0.1447814696470804,-0.1133825678842948
7918,Clcn3,0.10978980949079119,0.1447814696470804,0.1711668206321182
7743,Cd200,0.10978980949079119,0.1447814696470804,0.1411724327402597
6223,Gm12936,0.11065790360067698,0.14582904493426102,-0.16280425763499906
6747,AI593442,0.11065790360067698,0.14582904493426102,-0.2581088673537977
8379,Slc29a4,0.11065790360067698,0.14582904493426102,-0.1655563611397577
2902,Spock1,0.11065790360067698,0.14582904493426102,0.23511213091646432
689,Slk,0.11065790360067698,0.14582904493426102,-0.21694523531868715
5726,Gm4076,0.11153140919227546,0.14692146886007737,-0.2534190858250174
907,Chid1,0.11153140919227546,0.14692146886007737,0.12393776892306807
1640,Gm4468,0.11153140919227546,0.14692146886007737,-0.1449199987719334
4294,Ywhaq,0.1124103466609229,0.14805958720763016,0.19462174505055785
502,Necap1,0.11329473636340792,0.1491251765358162,-0.2177624922945478
5647,Gm10073,0.11329473636340792,0.1491251765358162,0.17118104279273538
3407,Atmin,0.11329473636340792,0.1491251765358162,-0.1443431501204815
8206,Gcn1l1,0.11329473636340792,0.1491251765358162,-0.16211998384959525
8468,Tex261,0.11329473636340792,0.1491251765358162,-0.1222583521355105
8269,Rps10-ps2,0.11418459861680345,0.15027647121405302,0.19308498909969174
3569,Uqcrc2,0.11507995369729226,0.15121343895966427,0.23699489070146562
5749,Fbxo28,0.11507995369729226,0.15121343895966427,-0.17684639463616847
4403,Fnbp4,0.11507995369729226,0.15121343895966427,-0.14083636604064242
5212,Slitrk5,0.11507995369729226,0.15121343895966427,-0.19138985623532534
6131,Yif1b,0.11507995369729226,0.15121343895966427,-0.21752419056841266
2720,Trim28,0.11507995369729226,0.15121343895966427,-0.20730602105003992
5526,Mras,0.11507995369729226,0.15121343895966427,-0.19375321278004964
6285,Arsa,0.11507995369729226,0.15121343895966427,-0.16479157061855076
1508,Opa1,0.11507995369729226,0.15121343895966427,-0.19135217547363848
1754,Gm28437,0.11507995369729226,0.15121343895966427,0.04922831299597874
315,Zfyve9,0.11507995369729226,0.15121343895966427,-0.1919907514970962
4942,Gnl1,0.11507995369729226,0.15121343895966427,-0.21099932431652313
1806,Enoph1,0.11598082183898806,0.15233646713397622,-0.1805548938386039
2171,Tspyl1,0.11598082183898806,0.15233646713397622,-0.22388630117942032
9323,Rab27b,0.11598082183898806,0.15233646713397622,-0.14437079487794424
2916,Abhd8,0.11688722323275273,0.15338444083321698,-0.22317587241835657
1086,Cops6,0.11688722323275273,0.15338444083321698,0.15302378399638794
6915,Dap3,0.11688722323275273,0.15338444083321698,0.16634364798107804
844,Sec24c,0.11688722323275273,0.15338444083321698,-0.16925716497408505
9450,Ccnl2,0.11688722323275273,0.15338444083321698,-0.22064243687475216
7244,Gbas,0.11688722323275273,0.15338444083321698,-0.17020857458493488
1924,Kcnk1,0.11688722323275273,0.15338444083321698,-0.23286837029554786
6759,Dbx2,0.1177991780250081,0.15456064565005373,-0.11590500243231094
1120,Nudt19,0.11871670631654271,0.15572320015772434,-0.19251265643226123
6073,Itgb1,0.11871670631654271,0.15572320015772434,-0.19078462271694274
7178,Lrrfip2,0.11963982816131571,0.15674702953249853,-0.1485023589593215
9129,Pttg1ip,0.11963982816131571,0.15674702953249853,-0.1880061709262968
6546,Rpl37rt,0.11963982816131571,0.15674702953249853,0.20434906646557138
3928,Ube2ql1,0.11963982816131571,0.15674702953249853,-0.17329696770725445
3601,Dzank1,0.11963982816131571,0.15674702953249853,-0.17904848620390545
712,Slc6a9,0.11963982816131571,0.15674702953249853,-0.17767187756635217
3840,Nptxr,0.11963982816131571,0.15674702953249853,-0.13009835595819297
5496,Snx2,0.11963982816131571,0.15674702953249853,-0.1351668906354293
4030,Tmem150c,0.11963982816131571,0.15674702953249853,-0.11879709975456976
7424,Tmem176b,0.12056856356525458,0.15781751777600736,-0.16153853517814643
9769,Rpl41,0.12056856356525458,0.15781751777600736,0.13956404900933173
8180,Rps8,0.12056856356525458,0.15781751777600736,0.2998731125604408
5923,Srpk2,0.12056856356525458,0.15781751777600736,-0.2358310442715661
9182,Itgb5,0.12056856356525458,0.15781751777600736,-0.15950365275949885
2262,Pitx2,0.12056856356525458,0.15781751777600736,-0.1005471497871051
1569,Akirin2,0.12056856356525458,0.15781751777600736,-0.21787337006138774
2290,Bicd1,0.121502932485049,0.15901951462820343,-0.18770945707093212
5716,Snrpd1,0.12244295482694109,0.16012269029780943,-0.16299887685392012
8866,Mrps25,0.12244295482694109,0.16012269029780943,-0.19105148247131254
2166,Matk,0.12244295482694109,0.16012269029780943,-0.21280776816459213
8689,B3galnt1,0.12244295482694109,0.16012269029780943,-0.24638345737299794
4540,Rnf13,0.12244295482694109,0.16012269029780943,-0.19651004581256704
1588,Slc33a1,0.12244295482694109,0.16012269029780943,-0.16892418062954295
9472,Ndufa11,0.12338865044551015,0.16125282943955505,0.17933809714759175
6855,Gm24951,0.12338865044551015,0.16125282943955505,-0.21110878172440284
6281,Jph4,0.12338865044551015,0.16125282943955505,-0.2759161118368363
2977,Sh3bgrl,0.12338865044551015,0.16125282943955505,-0.20727342898046697
2523,Chst1,0.12338865044551015,0.16125282943955505,-0.22317458936359813
7909,Gmfb,0.1243400391424544,0.1623889118463764,-0.2527773616414084
4232,Gm15800,0.1243400391424544,0.1623889118463764,-0.13180710991332667
224,Gipc1,0.1243400391424544,0.1623889118463764,-0.17110527889149996
661,Pfdn6,0.1243400391424544,0.1623889118463764,-0.2711825687891629
8079,Nars,0.1243400391424544,0.1623889118463764,0.21867950247477452
9121,Pgm2,0.1252971406653676,0.1634662551236294,-0.18046118670563427
3341,Kpna3,0.1252971406653676,0.1634662551236294,-0.12436617579213305
8667,Gm3244,0.1252971406653676,0.1634662551236294,-0.2701196366318541
3482,Rasgef1a,0.1252971406653676,0.1634662551236294,-0.24195027706698546
8224,Pitpna,0.1252971406653676,0.1634662551236294,-0.15627390716880996
9854,Gm14251,0.1252971406653676,0.1634662551236294,0.1517650040792775
7597,Rps27a-ps2,0.1252971406653676,0.1634662551236294,-0.10225418233958639
9167,Rpusd1,0.1252971406653676,0.1634662551236294,-0.1730350897866364
1874,Gm9083,0.12625997470651204,0.1645704782307673,-0.157078333853911
4754,Trnp1,0.12625997470651204,0.1645704782307673,-0.24571683393275112
32,Fbxo25,0.12625997470651204,0.1645704782307673,-0.16258680590882157
1359,Raly,0.12625997470651204,0.1645704782307673,-0.15935936154142816
4089,Armc1,0.12625997470651204,0.1645704782307673,-0.20180406885214008
1002,Med25,0.12625997470651204,0.1645704782307673,-0.23135693474984187
8665,Gm4294,0.12625997470651204,0.1645704782307673,-0.14597193284340637
9867,Rnf146,0.12722856090158813,0.1656801570355945,-0.14661939166169358
8040,Rab28,0.12722856090158813,0.1656801570355945,-0.21476743886894756
4946,Lancl2,0.12722856090158813,0.1656801570355945,-0.1660908536581749
2480,Ankrd34a,0.12722856090158813,0.1656801570355945,-0.22659126815539565
6553,Rapgefl1,0.12722856090158813,0.1656801570355945,-0.19386190443482665
5102,Rpl3-ps1,0.12722856090158813,0.1656801570355945,0.2456554132904003
2350,Nudcd3,0.12722856090158813,0.1656801570355945,-0.2181338242331856
9178,Gm5735,0.12820291882849835,0.1666856979853245,-0.15708526733562245
6972,Tox4,0.12820291882849835,0.1666856979853245,-0.1512400590240155
4709,Gm42845,0.12820291882849835,0.1666856979853245,-0.1598561379154999
2739,Adipor1,0.12820291882849835,0.1666856979853245,-0.2177993039695263
3567,Fbxw5,0.12820291882849835,0.1666856979853245,0.2044244159775932
5592,Fkbp8,0.12820291882849835,0.1666856979853245,0.25338850457797246
2182,Glud1,0.12820291882849835,0.1666856979853245,0.2353236592339787
2295,Polr3a,0.12820291882849835,0.1666856979853245,-0.1287472935536762
4841,Macf1,0.12820291882849835,0.1666856979853245,0.2608694146455841
7324,Hnrnpa3,0.12820291882849835,0.1666856979853245,0.2193646443325541
2782,Fndc3a,0.12820291882849835,0.1666856979853245,-0.20024017824923046
7483,Crmp1,0.12820291882849835,0.1666856979853245,-0.2777145966263834
4737,Sh3gl2,0.1291830680061094,0.16784976251437356,0.2433045310079187
8915,Emc7,0.1291830680061094,0.16784976251437356,-0.20953847339383813
4756,Gpcpd1,0.1291830680061094,0.16784976251437356,-0.18975761924845447
331,Gm7290,0.1291830680061094,0.16784976251437356,-0.2082802693827821
149,Tuba4a,0.1291830680061094,0.16784976251437356,0.2043399497438374
4186,Klhl5,0.13016902789300933,0.16888684497646442,-0.22495060166796943
7010,Agl,0.13016902789300933,0.16888684497646442,-0.16100343747849966
8477,Snhg11,0.13016902789300933,0.16888684497646442,0.24395312875686948
660,Fam195b,0.13016902789300933,0.16888684497646442,-0.2450695850419935
7655,Zzz3,0.13016902789300933,0.16888684497646442,-0.1829729248537859
5003,Lrch1,0.13016902789300933,0.16888684497646442,-0.12834571553640028
4970,Unc80,0.13016902789300933,0.16888684497646442,-0.24747628651574072
367,Sdc2,0.13016902789300933,0.16888684497646442,-0.19030996714113346
5458,Psmg3,0.13016902789300933,0.16888684497646442,-0.13395159186989858
7894,Mrpl30,0.13016902789300933,0.16888684497646442,0.17643160554058035
7056,Top2b,0.13016902789300933,0.16888684497646442,-0.2022327329152116
121,Dnaja2,0.13116081788626072,0.17001755389790058,0.2423045351252533
1551,Tsn,0.13116081788626072,0.17001755389790058,0.16515944380488978
8633,Tpp1,0.13116081788626072,0.17001755389790058,-0.24437554571850217
3335,Lbp,0.13116081788626072,0.17001755389790058,-0.12587558737559057
454,Dbi,0.13116081788626072,0.17001755389790058,0.2275261115151732
7459,Lgi1,0.13116081788626072,0.17001755389790058,-0.18929183832401364
9631,Med19,0.13116081788626072,0.17001755389790058,-0.0927923755978135
3278,Vti1b,0.13215845732015147,0.1711313636476778,-0.218714673610779
3851,Rsrc2,0.13215845732015147,0.1711313636476778,-0.24224849633780554
9565,Agpat3,0.13215845732015147,0.1711313636476778,-0.24364783304476578
202,Tomm40,0.13215845732015147,0.1711313636476778,-0.22257445091009664
5413,Rnaset2a,0.13215845732015147,0.1711313636476778,0.2125530531627735
566,Arfgef1,0.13215845732015147,0.1711313636476778,-0.22680361013099226
7619,Gm5528,0.13215845732015147,0.1711313636476778,-0.1660352820732145
7007,4933434E20Rik,0.13215845732015147,0.1711313636476778,-0.18586865005186226
4486,Tspan5,0.133161965464941,0.17234057095037433,-0.2726147626827462
1445,Cwc15,0.133161965464941,0.17234057095037433,-0.16949167820801048
7889,Fam3c,0.133161965464941,0.17234057095037433,-0.19205318593973786
835,Anp32e,0.133161965464941,0.17234057095037433,-0.1929763022052775
925,Gm8464,0.1341713615256027,0.17342007833456852,-0.20480215790447076
8400,Commd3,0.1341713615256027,0.17342007833456852,-0.2047207898856529
7866,Elmod1,0.1341713615256027,0.17342007833456852,-0.2271640854029684
3624,Fam69b,0.1341713615256027,0.17342007833456852,-0.2217884809705284
8948,0610007P14Rik,0.1341713615256027,0.17342007833456852,-0.20429999807637866
5610,Gm9493,0.1341713615256027,0.17342007833456852,-0.16952427421297944
4661,Col25a1,0.1341713615256027,0.17342007833456852,-0.16336357129640433
7167,Prosc,0.1341713615256027,0.17342007833456852,-0.17483975559647558
161,Kcnip2,0.1341713615256027,0.17342007833456852,-0.21312143539621609
8405,Rin2,0.1341713615256027,0.17342007833456852,-0.1260769333745193
8317,Zc2hc1a,0.1351866646405642,0.17454994430815735,-0.1686247609330751
1315,Gm20568,0.1351866646405642,0.17454994430815735,-0.16087406719451725
5355,Eef1d,0.1351866646405642,0.17454994430815735,-0.1515673909168438
4413,Rrbp1,0.1351866646405642,0.17454994430815735,-0.1943211030076002
311,Wrb,0.1351866646405642,0.17454994430815735,-0.22348084590309814
278,Arl2bp,0.1351866646405642,0.17454994430815735,-0.22932091491453743
5579,Atp5j2,0.1351866646405642,0.17454994430815735,0.21139638792376303
3953,Brinp1,0.1351866646405642,0.17454994430815735,-0.27367579898970984
6628,Kcnj11,0.13620789388044358,0.17575384037553518,-0.14805259445441799
6162,Cox8a,0.13620789388044358,0.17575384037553518,0.06813419706004709
7800,Gm20721,0.13620789388044358,0.17575384037553518,0.19772897893196983
9838,Pacrg,0.13620789388044358,0.17575384037553518,-0.1644762325203386
5384,Ssb,0.13620789388044358,0.17575384037553518,-0.17316964010113356
7258,Crip2,0.13723506824678156,0.17687161674901117,0.12012686513545834
2097,Got2,0.13723506824678156,0.17687161674901117,-0.15449918997161483
6691,Erc2,0.13723506824678156,0.17687161674901117,-0.2535242159394899
6683,Rabgap1,0.13723506824678156,0.17687161674901117,-0.10495656993675517
7431,Gm8648,0.13723506824678156,0.17687161674901117,-0.12027743742550356
2558,Adcy5,0.13723506824678156,0.17687161674901117,-0.17199685274958032
4262,Miga2,0.13723506824678156,0.17687161674901117,-0.12118315574109406
7628,Mkks,0.13723506824678156,0.17687161674901117,0.11661828211097536
6577,Prdx3,0.13723506824678156,0.17687161674901117,-0.24515066654246986
3616,Cct2,0.138268206670772,0.1780871460218653,-0.27781641198270357
9034,Myl12a,0.138268206670772,0.1780871460218653,-0.13610309385307406
3513,Ddx52,0.138268206670772,0.1780871460218653,-0.12214124562809037
5813,Sept8,0.138268206670772,0.1780871460218653,0.13387335332498473
3607,Gbf1,0.138268206670772,0.1780871460218653,-0.1572791278518304
3260,Pou3f3,0.13930732801198817,0.17916892824006744,-0.1626335851309504
6386,Dpm2,0.13930732801198817,0.17916892824006744,-0.15441707925017845
7666,Mzt1,0.13930732801198817,0.17916892824006744,-0.1897526387137276
6761,Rps16,0.13930732801198817,0.17916892824006744,-0.1794781384186983
3086,B230118H07Rik,0.13930732801198817,0.17916892824006744,-0.15220811536502765
7409,Hebp1,0.13930732801198817,0.17916892824006744,0.10005100763801433
4878,Snph,0.13930732801198817,0.17916892824006744,0.2514942568901404
9845,H3f3b,0.13930732801198817,0.17916892824006744,-0.2034322561465629
9599,Rufy2,0.13930732801198817,0.17916892824006744,-0.2067782752239964
7280,Chmp4b,0.13930732801198817,0.17916892824006744,0.2765725308928122
