,gene,pval,sig,lfc,DEG
3611,STK4,0.06159190356268907,-4.342945178152237e-11,-1.0217991117592788,Not significant
4262,GMNN,0.06159190356268907,-4.342945178152237e-11,1.2913829847913054,Not significant
739,RPS13,0.06159190356268907,-4.342945178152237e-11,0.4412198953259523,Not significant
4588,SDHB,0.06180669338171093,-4.342945178152237e-11,1.4995033763851713,Not significant
5134,NOL3,0.06180669338171093,-4.342945178152237e-11,1.222870045867033,Not significant
5212,PARD6G,0.06202210278447536,-4.342945178152237e-11,1.1758447803746515,Not significant
2287,VBP1,0.06202210278447536,-4.342945178152237e-11,1.3279313864729028,Not significant
3212,MLST8,0.06202210278447536,-4.342945178152237e-11,1.1757128861986414,Not significant
5121,PIGM,0.06202210278447536,-4.342945178152237e-11,1.2242803742258332,Not significant
2883,CDC42BPB,0.062238133044392206,-4.342945178152237e-11,1.5248216073023146,Not significant
2656,NQO2,0.062238133044392206,-4.342945178152237e-11,1.1902193259889688,Not significant
4270,FBRS,0.06245478543558372,-4.342945178152237e-11,-1.0522915347480346,Not significant
2328,WDR18,0.06245478543558372,-4.342945178152237e-11,1.422294915993731,Not significant
5032,PCYT1A,0.06245478543558372,-4.342945178152237e-11,1.234794665817025,Not significant
1062,MED4,0.06245478543558372,-4.342945178152237e-11,1.4315358433168046,Not significant
3430,PDGFA,0.06245478543558372,-4.342945178152237e-11,1.2098663014759259,Not significant
1363,ZNF664,0.06267206123287763,-4.342945178152237e-11,1.35326503188182,Not significant
1754,EXOSC5,0.06288996171180003,-4.342945178152237e-11,1.7058148150844041,Not significant
102,RPS14,0.06288996171180003,-4.342945178152237e-11,-0.17139603821875404,Not significant
4444,BET1,0.06288996171180003,-4.342945178152237e-11,1.197542537290679,Not significant
615,CENPH,0.06288996171180003,-4.342945178152237e-11,1.2126189925409157,Not significant
628,H2AFY,0.06288996171180003,-4.342945178152237e-11,1.6266976848689851,Not significant
2410,UBE2T,0.06310848814856826,-4.342945178152237e-11,1.1835516559998749,Not significant
3919,SNRPA1,0.06310848814856826,-4.342945178152237e-11,1.2803568277585968,Not significant
3476,USP1,0.06310848814856826,-4.342945178152237e-11,1.2298856166803163,Not significant
4904,BAZ1B,0.0633276418200837,-4.342945178152237e-11,1.248906784305372,Not significant
3504,MRPS33,0.0633276418200837,-4.342945178152237e-11,1.268871452424547,Not significant
4664,FDX1L,0.0633276418200837,-4.342945178152237e-11,1.260201524750554,Not significant
4040,NMRK1,0.0633276418200837,-4.342945178152237e-11,-1.3427202735071406,Not significant
2966,DHRS4L2,0.0633276418200837,-4.342945178152237e-11,1.3906081437309354,Not significant
9,EIF2A,0.06354742400392492,-4.342945178152237e-11,1.4086164031284047,Not significant
2939,ATP5G3,0.06376783597833992,-4.342945178152237e-11,1.7296830692565184,Not significant
5461,CDR1,0.06376783597833992,-4.342945178152237e-11,-1.5820110756773986,Not significant
1782,TAOK1,0.06376783597833992,-4.342945178152237e-11,1.368017786827522,Not significant
4363,SUGT1,0.06376783597833992,-4.342945178152237e-11,1.5390737484642942,Not significant
4365,VPS13C,0.06376783597833992,-4.342945178152237e-11,-0.8570243262294754,Not significant
4312,USP14,0.06376783597833992,-4.342945178152237e-11,1.416533546755743,Not significant
5177,CPNE5,0.06376783597833992,-4.342945178152237e-11,-1.3290205122379297,Not significant
1082,CHKA,0.06421055441518954,-4.342945178152237e-11,1.275999204585955,Not significant
4675,NDST1,0.06421055441518954,-4.342945178152237e-11,1.1811712606685472,Not significant
5262,TMEM117,0.06421055441518954,-4.342945178152237e-11,1.200428213706989,Not significant
712,PTEN,0.06443286343740429,-4.342945178152237e-11,-0.889651117053742,Not significant
3189,RFNG,0.06443286343740429,-4.342945178152237e-11,1.2902970595608643,Not significant
144,SMIM15,0.06465580736973855,-4.342945178152237e-11,1.1943399132463122,Not significant
3656,RARRES2,0.06465580736973855,-4.342945178152237e-11,-1.1643714055449528,Not significant
3855,EIF2AK2,0.06465580736973855,-4.342945178152237e-11,1.4883232447828965,Not significant
1356,ABHD17A,0.06510360509134437,-4.342945178152237e-11,1.341712421671658,Not significant
2815,RNF14,0.06510360509134437,-4.342945178152237e-11,1.2325997315831645,Not significant
1321,MTCH1,0.06532846144546335,-4.342945178152237e-11,2.0970002701152923,Not significant
1303,KCMF1,0.06532846144546335,-4.342945178152237e-11,1.2494716646134822,Not significant
3443,SASH3,0.0655539578393817,-4.342945178152237e-11,-1.266735325414711,Not significant
4342,GSK3B,0.0655539578393817,-4.342945178152237e-11,1.399108812377034,Not significant
146,MBD3,0.0655539578393817,-4.342945178152237e-11,1.5149284110123085,Not significant
3287,DCAF11,0.06578009555704757,-4.342945178152237e-11,1.2842275087665436,Not significant
5239,LTBP1,0.06578009555704757,-4.342945178152237e-11,1.2253191366774396,Not significant
3734,TPGS2,0.06600687588300562,-4.342945178152237e-11,1.193514911583577,Not significant
4957,KLHL9,0.06623430010238933,-4.342945178152237e-11,1.2380962948011025,Not significant
2290,CGGBP1,0.06669108536486747,-4.342945178152237e-11,1.936374564267159,Not significant
1838,SHC1,0.06669108536486747,-4.342945178152237e-11,1.7889243823388075,Not significant
4387,KIAA0040,0.06669108536486747,-4.342945178152237e-11,-1.3434073291409119,Not significant
3761,LPAR1,0.06669108536486747,-4.342945178152237e-11,1.1263616792935318,Not significant
2088,WIZ,0.06692044898110584,-4.342945178152237e-11,1.3515825171721592,Not significant
4877,IL6R,0.06692044898110584,-4.342945178152237e-11,1.1859367618429522,Not significant
3737,CCDC94,0.06692044898110584,-4.342945178152237e-11,1.2130401124933048,Not significant
2843,GGA2,0.06715046163704264,-4.342945178152237e-11,-0.4881868236736322,Not significant
2129,TADA3,0.06715046163704264,-4.342945178152237e-11,1.3233782004386614,Not significant
3974,RREB1,0.06738112462064283,-4.342945178152237e-11,1.1982970931841948,Not significant
4107,FMNL2,0.06738112462064283,-4.342945178152237e-11,1.162996746011249,Not significant
733,CPVL,0.06738112462064283,-4.342945178152237e-11,-1.1853469097790632,Not significant
3616,POMP,0.06761243922041484,-4.342945178152237e-11,1.484771586021683,Not significant
4096,PLXNA2,0.06761243922041484,-4.342945178152237e-11,1.1251953385929132,Not significant
694,NFE2L2,0.06761243922041484,-4.342945178152237e-11,1.3867698237314743,Not significant
1389,USMG5,0.06784440672540293,-4.342945178152237e-11,2.3062961730991516,Not significant
4821,ACAT1,0.06784440672540293,-4.342945178152237e-11,1.3843898149428309,Not significant
3312,OCIAD1,0.06807702842517939,-4.342945178152237e-11,1.789433269807661,Not significant
1951,RAB1A,0.06831030560983693,-4.342945178152237e-11,1.731070140151132,Not significant
2595,CPEB4,0.06831030560983693,-4.342945178152237e-11,1.3239569074543014,Not significant
4517,FADS1,0.06831030560983693,-4.342945178152237e-11,1.254953905177497,Not significant
3191,MCOLN1,0.06831030560983693,-4.342945178152237e-11,1.2455515423879062,Not significant
3582,NLGN1,0.06831030560983693,-4.342945178152237e-11,1.2073617129498362,Not significant
4205,TXLNA,0.06854423956998078,-4.342945178152237e-11,1.4373512544891858,Not significant
3505,GOLT1B,0.06854423956998078,-4.342945178152237e-11,1.2546086361347937,Not significant
3178,ENAH,0.06854423956998078,-4.342945178152237e-11,1.3721306481519913,Not significant
5249,DPT,0.06854423956998078,-4.342945178152237e-11,-1.3564960733679374,Not significant
1715,RAB22A,0.06854423956998078,-4.342945178152237e-11,1.4823265050893721,Not significant
639,COX20,0.06901408298166493,-4.342945178152237e-11,1.507696681591613,Not significant
113,ATP6V0B,0.06901408298166493,-4.342945178152237e-11,1.840566962196581,Not significant
5129,UTP23,0.06901408298166493,-4.342945178152237e-11,1.3263708639765777,Not significant
566,RTKN,0.06924999501690884,-4.342945178152237e-11,1.182115867312387,Not significant
3578,C14orf166,0.0694865689950305,-4.342945178152237e-11,1.50375829185155,Not significant
760,TXNDC15,0.06972380620908092,-4.342945178152237e-11,1.5279774003574045,Not significant
4308,CXXC1,0.06972380620908092,-4.342945178152237e-11,1.2279835683695262,Not significant
4731,DNAJC5,0.07020027551949272,-4.342945178152237e-11,1.374509600536563,Not significant
2114,ATP5D,0.07043951020425235,-4.342945178152237e-11,1.8655402567943034,Not significant
4355,PRDX2,0.07067941330172142,-4.342945178152237e-11,-1.2468957169823789,Not significant
3397,LETMD1,0.07067941330172142,-4.342945178152237e-11,1.322745416190211,Not significant
4028,PLD3,0.07091998610719903,-4.342945178152237e-11,2.0676845345086514,Not significant
5257,LCP2,0.07091998610719903,-4.342945178152237e-11,-1.2402800822175934,Not significant
4236,NINJ1,0.07091998610719903,-4.342945178152237e-11,1.3302481798089718,Not significant
3556,UBE2S,0.07116122991641008,-4.342945178152237e-11,1.1345256427447745,Not significant
4416,KIAA0020,0.07140314602549686,-4.342945178152237e-11,1.195543174173822,Not significant
1750,MPHOSPH10,0.0716457357310111,-4.342945178152237e-11,1.2285655110155669,Not significant
1772,SNRNP70,0.0716457357310111,-4.342945178152237e-11,1.9268471436170387,Not significant
2173,BOLA2B,0.0718890003299059,-4.342945178152237e-11,2.0263183494954236,Not significant
4998,CDC20,0.07213294111952738,-4.342945178152237e-11,1.1531328302767578,Not significant
5450,F13A1,0.07213294111952738,-4.342945178152237e-11,-1.4668893648218566,Not significant
384,ATIC,0.07213294111952738,-4.342945178152237e-11,1.4091289167579164,Not significant
2677,IRF3,0.07213294111952738,-4.342945178152237e-11,-1.1051826479491835,Not significant
1336,CUL4A,0.07213294111952738,-4.342945178152237e-11,1.501514720052576,Not significant
4659,CHD9,0.07237755939760668,-4.342945178152237e-11,1.2814547643460534,Not significant
4547,MCTS1,0.07237755939760668,-4.342945178152237e-11,1.2083426709630436,Not significant
1516,DGCR2,0.07237755939760668,-4.342945178152237e-11,1.1627727311671026,Not significant
2558,MAGOH,0.07237755939760668,-4.342945178152237e-11,1.2381030688171775,Not significant
5297,CRELD1,0.07262285646225171,-4.342945178152237e-11,1.154511389956658,Not significant
1934,PPP1CA,0.07262285646225171,-4.342945178152237e-11,1.6596355321766945,Not significant
2447,C11orf73,0.07262285646225171,-4.342945178152237e-11,1.2883453848098225,Not significant
2003,DAG1,0.07262285646225171,-4.342945178152237e-11,1.2462265988270902,Not significant
1427,PRELP,0.07262285646225171,-4.342945178152237e-11,1.153302753715719,Not significant
3739,NFYC,0.0728688336119389,-4.342945178152237e-11,1.322788324015934,Not significant
3683,SARS,0.0728688336119389,-4.342945178152237e-11,1.4168949316201032,Not significant
3085,LMCD1,0.07311549214550495,-4.342945178152237e-11,1.2186656550332768,Not significant
334,CNBP,0.07311549214550495,-4.342945178152237e-11,2.334337916952946,Not significant
2026,PPIL1,0.07311549214550495,-4.342945178152237e-11,1.1655420725660313,Not significant
1094,CMTM3,0.07361085856137216,-4.342945178152237e-11,1.5685315755739713,Not significant
5165,STAMBPL1,0.07361085856137216,-4.342945178152237e-11,1.1394284739403107,Not significant
586,NDUFA4,0.07361085856137216,-4.342945178152237e-11,1.383199309205418,Not significant
4569,GTF3C6,0.07385956904307338,-4.342945178152237e-11,1.2814135661317323,Not significant
4108,GDE1,0.074108966107437,-4.342945178152237e-11,1.2384419861517963,Not significant
3677,SMDT1,0.074108966107437,-4.342945178152237e-11,-0.26076040674201284,Not significant
3435,PLEKHA2,0.074108966107437,-4.342945178152237e-11,-0.36754890711137644,Not significant
2728,TMEM263,0.074108966107437,-4.342945178152237e-11,1.2356484836374626,Not significant
1553,DDX39A,0.074108966107437,-4.342945178152237e-11,1.6905490152792866,Not significant
5077,TMED8,0.074108966107437,-4.342945178152237e-11,-1.2402157815552766,Not significant
4911,SNX20,0.07435905105497632,-4.342945178152237e-11,-1.3256922096578716,Not significant
5048,PARP4,0.07435905105497632,-4.342945178152237e-11,1.3017104496834915,Not significant
73,GPS1,0.07435905105497632,-4.342945178152237e-11,1.6711599556612966,Not significant
690,APOE,0.07435905105497632,-4.342945178152237e-11,-0.04494625312594458,Not significant
5347,GGT5,0.0746098251865149,-4.342945178152237e-11,-1.3343630251513414,Not significant
4398,PELO,0.0746098251865149,-4.342945178152237e-11,1.1397968168783477,Not significant
1178,MAVS,0.0746098251865149,-4.342945178152237e-11,1.2950374245797158,Not significant
2550,AGAP1,0.07486128980317788,-4.342945178152237e-11,1.154653155266016,Not significant
1758,KHDRBS1,0.0751134462063838,-4.342945178152237e-11,1.6886803897239466,Not significant
4261,HSD17B10,0.07536629569783607,-4.342945178152237e-11,1.1471560538048453,Not significant
5085,SPI1,0.07536629569783607,-4.342945178152237e-11,-1.0358276486549727,Not significant
1556,ATF5,0.07536629569783607,-4.342945178152237e-11,1.257658024033753,Not significant
1787,TCEB2,0.07561983957951421,-4.342945178152237e-11,1.6216429041965537,Not significant
1024,PITPNA,0.07561983957951421,-4.342945178152237e-11,1.5700595869990064,Not significant
1694,PNRC2,0.07587407915366563,-4.342945178152237e-11,1.4242534781411238,Not significant
5458,C21orf2,0.07587407915366563,-4.342945178152237e-11,-1.2723367843933096,Not significant
201,IDH1,0.07612901572279661,-4.342945178152237e-11,1.1981104750892144,Not significant
266,ZNHIT3,0.0763846505896643,-4.342945178152237e-11,1.2041207790529456,Not significant
4154,LAMC1,0.0763846505896643,-4.342945178152237e-11,1.4800295836709685,Not significant
957,MRPS9,0.07664098505726767,-4.342945178152237e-11,1.2083684781513946,Not significant
275,EGLN2,0.07664098505726767,-4.342945178152237e-11,1.8277119319101542,Not significant
4550,SLFN5,0.07664098505726767,-4.342945178152237e-11,-1.1903790462009742,Not significant
2077,ESD,0.07689802042883888,-4.342945178152237e-11,1.5888784001641048,Not significant
5219,TFEB,0.07689802042883888,-4.342945178152237e-11,-1.2122041441675775,Not significant
2216,OGFR,0.07689802042883888,-4.342945178152237e-11,1.4581482096276646,Not significant
5172,RTN2,0.07715575800783485,-4.342945178152237e-11,1.1952866427512758,Not significant
5327,TRAK1,0.07715575800783485,-4.342945178152237e-11,-1.0823449654509179,Not significant
4177,TMEM43,0.07741419909792843,-4.342945178152237e-11,1.3849915075754036,Not significant
3615,TJP1,0.07741419909792843,-4.342945178152237e-11,1.1803464457621575,Not significant
1576,TARBP2,0.07741419909792843,-4.342945178152237e-11,1.1800867162496964,Not significant
1539,STRAP,0.07741419909792843,-4.342945178152237e-11,1.5533416784366931,Not significant
3863,ATP5G1,0.07793319702712638,-4.342945178152237e-11,1.3318039901165977,Not significant
3309,FAM136A,0.07819375647457728,-4.342945178152237e-11,1.2801020440230735,Not significant
1182,BRF1,0.07819375647457728,-4.342945178152237e-11,1.3392877124383027,Not significant
4353,ST3GAL2,0.07819375647457728,-4.342945178152237e-11,1.2994365194371043,Not significant
3883,AGPAT3,0.07819375647457728,-4.342945178152237e-11,1.2541858843390392,Not significant
1112,COPE,0.07819375647457728,-4.342945178152237e-11,1.6045513038561685,Not significant
2549,CD46,0.07819375647457728,-4.342945178152237e-11,2.00412398389758,Not significant
1233,SLC2A3,0.07845502464980107,-4.342945178152237e-11,1.3410788130790534,Not significant
4961,HS1BP3,0.07897969240221424,-4.342945178152237e-11,1.2439715558278448,Not significant
2386,LMAN1,0.07897969240221424,-4.342945178152237e-11,1.6938773265999791,Not significant
378,EIF2B5,0.0792430945891262,-4.342945178152237e-11,1.3350926590232712,Not significant
1465,SEPN1,0.0792430945891262,-4.342945178152237e-11,1.5997728621436336,Not significant
1647,RAB3GAP1,0.07950721072323835,-4.342945178152237e-11,-1.0517945436809297,Not significant
70,USO1,0.07950721072323835,-4.342945178152237e-11,1.230304472446382,Not significant
4184,ATRN,0.07950721072323835,-4.342945178152237e-11,1.3011277074860617,Not significant
1925,GOLGA5,0.07950721072323835,-4.342945178152237e-11,1.1529380865444474,Not significant
3752,POLR2A,0.07977204210977092,-4.342945178152237e-11,1.5722528463128413,Not significant
2125,LARS,0.07977204210977092,-4.342945178152237e-11,1.3785143441869647,Not significant
882,CD97,0.08003759005407177,-4.342945178152237e-11,1.7422567261077067,Not significant
646,BLVRB,0.08003759005407177,-4.342945178152237e-11,1.321671409236941,Not significant
3517,EFHD2,0.08003759005407177,-4.342945178152237e-11,1.6556659279836095,Not significant
779,EIF1,0.08003759005407177,-4.342945178152237e-11,0.9233583570809305,Not significant
3330,C19orf12,0.08030385586160702,-4.342945178152237e-11,1.1802540229089642,Not significant
4316,SFT2D2,0.08030385586160702,-4.342945178152237e-11,1.2104803279821912,Not significant
710,DCUN1D1,0.08030385586160702,-4.342945178152237e-11,1.2651500070209452,Not significant
464,SMYD5,0.08030385586160702,-4.342945178152237e-11,1.168855992568977,Not significant
1749,IST1,0.08057084083795256,-4.342945178152237e-11,1.7106507750714504,Not significant
310,AKT2,0.08083854628878465,-4.342945178152237e-11,1.6566709217225029,Not significant
4043,PSEN1,0.08083854628878465,-4.342945178152237e-11,1.239676045960669,Not significant
4257,SNRPA,0.08083854628878465,-4.342945178152237e-11,1.388148182529687,Not significant
798,WIPF1,0.08110697351987098,-4.342945178152237e-11,0.1697960763186055,Not significant
4075,CHMP2B,0.08110697351987098,-4.342945178152237e-11,1.1617277193522066,Not significant
1638,MTHFD2,0.0813761238370616,-4.342945178152237e-11,1.2117512257483676,Not significant
2895,ZBTB7A,0.0813761238370616,-4.342945178152237e-11,-0.9666982086007625,Not significant
37,DNAJB1,0.0813761238370616,-4.342945178152237e-11,1.5450277200038318,Not significant
3064,CAT,0.08191659895351269,-4.342945178152237e-11,-0.9340971196517893,Not significant
737,SCAMP2,0.08191659895351269,-4.342945178152237e-11,1.3954246253857994,Not significant
351,SARAF,0.08191659895351269,-4.342945178152237e-11,1.2475867030367978,Not significant
1800,PSENEN,0.08191659895351269,-4.342945178152237e-11,1.12913288262589,Not significant
906,HIGD1A,0.08191659895351269,-4.342945178152237e-11,1.1592308305354495,Not significant
3086,NARF,0.0824599820862382,-4.342945178152237e-11,1.4012764688258064,Not significant
1251,SLC26A2,0.08273276742394328,-4.342945178152237e-11,1.211395263957364,Not significant
5256,SLC1A4,0.08273276742394328,-4.342945178152237e-11,1.1553221235049445,Not significant
4322,N4BP2L2,0.08273276742394328,-4.342945178152237e-11,-0.803412343339124,Not significant
2243,BTF3,0.0830062836840701,-4.342945178152237e-11,1.8162692166952628,Not significant
452,SYNCRIP,0.0830062836840701,-4.342945178152237e-11,1.4545658042469443,Not significant
1312,FBXW5,0.0830062836840701,-4.342945178152237e-11,0.0015684871513022003,Not significant
3567,PELP1,0.0830062836840701,-4.342945178152237e-11,1.2285572407954373,Not significant
4844,LYRM4,0.08328053217278839,-4.342945178152237e-11,1.2762487860699236,Not significant
1018,XRN2,0.08355551419627698,-4.342945178152237e-11,1.9044717430240024,Not significant
3838,THBS2,0.08355551419627698,-4.342945178152237e-11,-1.215364450388261,Not significant
4052,TIMM17A,0.08355551419627698,-4.342945178152237e-11,1.4310004204422637,Not significant
3336,NIN,0.08383123106071397,-4.342945178152237e-11,-0.6656611362393603,Not significant
3621,COPG2,0.08383123106071397,-4.342945178152237e-11,1.1269252418593991,Not significant
4685,VAMP8,0.08383123106071397,-4.342945178152237e-11,-1.0257986304445845,Not significant
5120,SERTAD2,0.08383123106071397,-4.342945178152237e-11,1.2100308993276354,Not significant
5438,NBN,0.08383123106071397,-4.342945178152237e-11,1.1407871308437743,Not significant
1731,TBRG4,0.0841076840722676,-4.342945178152237e-11,1.201365499741283,Not significant
3857,LINC01578,0.08438487453708693,-4.342945178152237e-11,1.591418744774543,Not significant
3331,PDHB,0.08466280376129229,-4.342945178152237e-11,1.2107637268006288,Not significant
1386,FAM173A,0.08466280376129229,-4.342945178152237e-11,1.4781204348981478,Not significant
3032,HIBADH,0.08466280376129229,-4.342945178152237e-11,1.143532638387415,Not significant
2641,ATP5A1,0.08466280376129229,-4.342945178152237e-11,1.0795532318304994,Not significant
290,CCL4L1,0.08522088371214315,-4.342945178152237e-11,1.1070245651412423,Not significant
1845,TMBIM1,0.08522088371214315,-4.342945178152237e-11,1.9034371307660165,Not significant
3449,F11R,0.08522088371214315,-4.342945178152237e-11,1.1226264547698208,Not significant
2336,TARS2,0.08522088371214315,-4.342945178152237e-11,1.221296861265455,Not significant
3110,RRAGC,0.08578193437285271,-4.342945178152237e-11,1.1431174552325338,Not significant
5017,LINC00152,0.08606357698413233,-4.342945178152237e-11,1.168005797933909,Not significant
2371,FNDC3B,0.08606357698413233,-4.342945178152237e-11,1.3385206844568547,Not significant
3627,WTAP,0.08662910329728275,-4.342945178152237e-11,-0.8911980030968576,Not significant
2731,COX7B,0.08662910329728275,-4.342945178152237e-11,1.577059171271305,Not significant
3491,XAF1,0.08662910329728275,-4.342945178152237e-11,-1.2153627701939922,Not significant
4986,CXorf40A,0.08662910329728275,-4.342945178152237e-11,1.1804419133056987,Not significant
4739,CCSAP,0.08662910329728275,-4.342945178152237e-11,1.1950210468666902,Not significant
3214,UHRF1,0.08691298961035933,-4.342945178152237e-11,1.0893514920094944,Not significant
2767,COPB1,0.08691298961035933,-4.342945178152237e-11,1.4859075828056771,Not significant
3917,TIMM10,0.0871976264350567,-4.342945178152237e-11,1.3853327680773333,Not significant
4145,IPO8,0.0871976264350567,-4.342945178152237e-11,1.2598691645189368,Not significant
3971,ASH2L,0.08748301507668758,-4.342945178152237e-11,1.155577126942829,Not significant
4607,NUP107,0.08748301507668758,-4.342945178152237e-11,1.1253586578516648,Not significant
2686,DIP2C,0.08748301507668758,-4.342945178152237e-11,1.106319006668833,Not significant
3176,B4GALT1,0.08776915684043095,-4.342945178152237e-11,-0.9330682612524521,Not significant
783,RPL5,0.08805605303132273,-4.342945178152237e-11,-0.24849857507090434,Not significant
4693,POFUT2,0.08805605303132273,-4.342945178152237e-11,1.0804699725634623,Not significant
126,RPS6,0.08805605303132273,-4.342945178152237e-11,-0.12650087455783954,Not significant
1362,HIST1H2AC,0.08805605303132273,-4.342945178152237e-11,1.102120812863757,Not significant
1445,NDUFB5,0.08805605303132273,-4.342945178152237e-11,1.5242573464373934,Not significant
254,PCNT,0.08892128121489763,-4.342945178152237e-11,1.1311328766321938,Not significant
1328,PPP2R3C,0.08892128121489763,-4.342945178152237e-11,1.2138263458442717,Not significant
1518,TNIP1,0.08892128121489763,-4.342945178152237e-11,-0.5514448209892477,Not significant
1224,ELMO2,0.08921120816153996,-4.342945178152237e-11,1.1216139555217932,Not significant
4992,CDK1,0.08921120816153996,-4.342945178152237e-11,1.1899307363845726,Not significant
467,PTDSS1,0.08921120816153996,-4.342945178152237e-11,1.0970145315008946,Not significant
4018,PABPC4,0.0895018960580228,-4.342945178152237e-11,1.3189428977967275,Not significant
3113,E2F3,0.0895018960580228,-4.342945178152237e-11,1.1306932241809655,Not significant
4278,ESF1,0.0895018960580228,-4.342945178152237e-11,1.1614176940762795,Not significant
1274,PSMB1,0.08979334620831872,-4.342945178152237e-11,-0.013431243026198914,Not significant
1994,GNLY,0.08979334620831872,-4.342945178152237e-11,1.1129661340917951,Not significant
1282,SLC44A2,0.08979334620831872,-4.342945178152237e-11,-0.349508296206257,Not significant
4439,DENND3,0.08979334620831872,-4.342945178152237e-11,-1.1482781339535493,Not significant
341,PAFAH1B1,0.08979334620831872,-4.342945178152237e-11,1.5472345329685409,Not significant
4599,TAGAP,0.08979334620831872,-4.342945178152237e-11,-1.2508570168858515,Not significant
3422,MAPKAPK2,0.08979334620831872,-4.342945178152237e-11,-0.4118233231739552,Not significant
2649,ENC1,0.08979334620831872,-4.342945178152237e-11,1.1626177518197232,Not significant
496,PNMA1,0.09008555991618855,-4.342945178152237e-11,1.1862907689125533,Not significant
2643,SSR4,0.09008555991618855,-4.342945178152237e-11,0.7590264326598808,Not significant
3432,LRPPRC,0.09008555991618855,-4.342945178152237e-11,1.334179808026124,Not significant
3820,PLSCR1,0.09067228321857647,-4.342945178152237e-11,1.1317355954084118,Not significant
1657,RPRD1B,0.0909667954194695,-4.342945178152237e-11,1.1425846791389915,Not significant
1015,COPS6,0.0909667954194695,-4.342945178152237e-11,1.5039744992182689,Not significant
3738,IRF2BPL,0.09126207639066648,-4.342945178152237e-11,1.1677529999870582,Not significant
1248,PLEKHA5,0.09126207639066648,-4.342945178152237e-11,1.0853942551898998,Not significant
4862,PMM2,0.09155812743472191,-4.342945178152237e-11,1.0898528230064006,Not significant
4063,TM9SF2,0.09155812743472191,-4.342945178152237e-11,1.7575424154736048,Not significant
3623,PRKAR2B,0.09155812743472191,-4.342945178152237e-11,1.0850589134994448,Not significant
807,SH3KBP1,0.09155812743472191,-4.342945178152237e-11,1.9989967572703558,Not significant
3479,RABEP2,0.09185494985391918,-4.342945178152237e-11,-1.0769608898242982,Not significant
2832,SRPRB,0.09185494985391918,-4.342945178152237e-11,1.355450766306658,Not significant
3038,PDDC1,0.09185494985391918,-4.342945178152237e-11,1.1517512372137553,Not significant
4985,CTPS1,0.09185494985391918,-4.342945178152237e-11,1.102519698210903,Not significant
1283,UFD1L,0.09215254495026053,-4.342945178152237e-11,-0.673161738588127,Not significant
1460,GABARAP,0.09215254495026053,-4.342945178152237e-11,1.70751867903952,Not significant
1814,LYPLA2,0.09245091402545681,-4.342945178152237e-11,1.3623625124900052,Not significant
4404,MRPL20,0.09245091402545681,-4.342945178152237e-11,1.7178776522382355,Not significant
4381,CWC15,0.09275005838091786,-4.342945178152237e-11,1.4234602290126264,Not significant
4499,TRMT61A,0.09275005838091786,-4.342945178152237e-11,1.132188341247732,Not significant
4418,DPY19L3,0.09275005838091786,-4.342945178152237e-11,1.162134501855598,Not significant
4448,NDUFS4,0.09304997931774205,-4.342945178152237e-11,1.4825311050181553,Not significant
3547,SNX7,0.09335067813670635,-4.342945178152237e-11,1.0431774126625832,Not significant
2246,MICAL3,0.09335067813670635,-4.342945178152237e-11,1.5198091747638292,Not significant
1670,ASPSCR1,0.09365215613825617,-4.342945178152237e-11,1.426146463879074,Not significant
2154,GSTK1,0.09365215613825617,-4.342945178152237e-11,1.42021803265578,Not significant
4690,SLC35B1,0.09395441462249521,-4.342945178152237e-11,1.1179983985093391,Not significant
4256,PPP2R2A,0.09395441462249521,-4.342945178152237e-11,1.3136994083216476,Not significant
5384,RAB37,0.09395441462249521,-4.342945178152237e-11,-1.2072986441188622,Not significant
2663,PRPF19,0.09425745488917521,-4.342945178152237e-11,2.0584396505037703,Not significant
2037,PARVB,0.09456127823768591,-4.342945178152237e-11,1.6030092157963685,Not significant
4227,CISD2,0.09456127823768591,-4.342945178152237e-11,1.1208977170070562,Not significant
4315,CCDC88A,0.09456127823768591,-4.342945178152237e-11,1.2118715491789085,Not significant
5242,VCAN,0.09456127823768591,-4.342945178152237e-11,-1.1936722312088588,Not significant
5455,SLIT3,0.09456127823768591,-4.342945178152237e-11,-1.2615418266926153,Not significant
279,CTGF,0.09486588596704468,-4.342945178152237e-11,-0.8975587203733064,Not significant
1902,UGGT1,0.09486588596704468,-4.342945178152237e-11,1.1668286221726791,Not significant
1347,PNPLA6,0.09486588596704468,-4.342945178152237e-11,1.235794173953367,Not significant
2509,CLN3,0.09517127937588646,-4.342945178152237e-11,1.324518773825687,Not significant
3472,RANBP9,0.09517127937588646,-4.342945178152237e-11,1.1572775285418688,Not significant
3957,AGTRAP,0.09517127937588646,-4.342945178152237e-11,1.229327691114477,Not significant
2515,ARFIP2,0.09547745976245305,-4.342945178152237e-11,1.2791043528861359,Not significant
2850,EPC1,0.09547745976245305,-4.342945178152237e-11,-1.1060446950879708,Not significant
4913,CDC16,0.09547745976245305,-4.342945178152237e-11,1.5807313871808182,Not significant
4391,LSM1,0.09578442842458351,-4.342945178152237e-11,1.1334076309992485,Not significant
5161,ZNF771,0.09609218665970327,-4.342945178152237e-11,1.062942672863311,Not significant
5113,NDUFS7,0.09640073576481407,-4.342945178152237e-11,1.2405457917122216,Not significant
829,DAZAP1,0.09640073576481407,-4.342945178152237e-11,1.748426811543955,Not significant
4012,CDYL,0.09702021177083493,-4.342945178152237e-11,1.1955553492763327,Not significant
