,gene,pval,padj,lfc
2911,Tmem132d,1.636869859136777e-30,6.477421406576054e-28,-0.798464916493419
5677,Tmub1,1.7910362293679994e-30,6.814892852745238e-28,-0.7793503757593898
7610,Vwc2,2.2933364785951978e-30,8.102849208122248e-28,-0.5244102145035487
7161,Pwwp2b,2.2933364785951978e-30,8.102849208122248e-28,-0.5734779965635495
3106,Spata7,2.6238945287978705e-30,8.951099508068047e-28,-0.7500588735909473
2541,Krt10,4.695420230831862e-30,1.5483930781206539e-27,-0.5028755678825014
7421,Dph2,1.4595030094744526e-29,4.657697829913148e-27,-0.5957373444757303
6780,B3galnt2,1.630285896920451e-29,5.040130743198132e-27,-0.6549683063546423
9265,Dcaf17,2.592179246784004e-29,7.771039178313379e-27,-0.49347694055439817
3981,Apool,4.492519040432677e-29,1.2698425962000134e-26,-0.5636257957392123
7075,Rgag4,4.492519040432677e-29,1.2698425962000134e-26,-0.6141451695222377
5475,Gm26722,7.767741616429805e-29,2.1346185503150017e-26,-0.4834719767096409
171,Stk11ip,1.0776756734121587e-28,2.881471739747699e-26,-0.5559824963504649
3172,Chac2,1.701930615114362e-28,4.430841993506943e-26,-0.5568033603372751
6239,Rpa3,2.1607604500683946e-28,5.344100783131656e-26,-0.5355568650743363
4873,2410131K14Rik,2.1607604500683946e-28,5.344100783131656e-26,-0.5944096661652214
6954,Frs3,2.3564267756242804e-28,5.685885388110001e-26,-0.49056894985645894
5548,Fam126a,3.2598596383873626e-28,7.678521762515757e-26,-0.5760336166975764
8502,Zfp948,3.791818753678018e-28,8.723828588403869e-26,-0.47070153426474537
3770,Arhgap10,5.469494577615631e-28,1.2297661330988963e-25,-0.6960311972869162
7565,Jrkl,1.2094639348390472e-27,2.658939268302821e-25,-0.6312285822542592
2570,Nr2c2ap,1.6660111131006255e-27,3.5830104221531496e-25,-0.7648998898592234
7190,Ssh2,1.738580576913534e-27,3.583287009876165e-25,-0.6329785597224271
4633,Apoe,1.738580576913534e-27,3.583287009876165e-25,1.1587408034264453
7059,C1ql3,1.7760322234947645e-27,3.585772813680348e-25,-0.7589767176337405
8927,Mxd1,2.0615662111084256e-27,4.0790149052991314e-25,-0.4615707459225753
1580,Zswim6,2.2447054858210764e-27,4.354288504162335e-25,-0.5534595755447125
4005,Cep162,2.3422358304962198e-27,4.456103667519058e-25,-0.46699601520365874
8624,Gjb2,2.4439670568844946e-27,4.561918130897793e-25,-0.47522329200219193
7923,Ercc5,3.0869863719981082e-27,5.655473366329127e-25,-0.5114921010097806
8278,Herc6,4.616185624765197e-27,8.303258979236743e-25,-0.5154380548319963
6938,Dgkb,7.343245562475918e-27,1.2972630062423973e-24,-0.6024426015469873
2775,Klc4,7.822011470122808e-27,1.357599289016227e-24,-0.45529768129890247
4049,Ing3,8.158254039037786e-27,1.3679594442067934e-24,-0.6054142983933968
4319,Spata6,8.158254039037786e-27,1.3679594442067934e-24,-0.5653738433855837
2552,Rab37,9.857595266149529e-27,1.6253531661336216e-24,-0.5715886697075714
4913,Smarcad1,1.1660130672584547e-26,1.891043815473425e-24,-0.5235334992153069
7466,Tsfm,2.1389888258462672e-26,3.358891500650337e-24,-0.46467662402888354
379,Cpe,2.1389888258462672e-26,3.358891500650337e-24,0.7259314306072149
843,mt-Atp6,2.3251255666731406e-26,3.594135504858966e-24,-0.8158080522914641
5258,Znrd1,2.3741153096786642e-26,3.613403501330927e-24,-0.6498416984230602
9198,Ssbp1,2.69029524881165e-26,4.032589529771766e-24,-0.5225743140860502
2272,Rara,3.675263194779384e-26,5.4267729531272304e-24,-0.49415337740402254
795,Cdh12,3.993528115175922e-26,5.7257932816573045e-24,-0.5011810940935968
4976,Tbc1d12,3.993528115175922e-26,5.7257932816573045e-24,-0.6539835487718779
8419,Btg2,4.8129907917627733e-26,6.802131128987017e-24,-0.6984384740259824
3615,Prkg2,6.701816451321513e-26,9.33817889477799e-24,-0.5291588304244517
2448,1700086L19Rik,8.764040825018567e-26,1.2042035539153984e-23,-0.6487452236441298
4309,Phtf2,8.946546624095527e-26,1.2124409007147542e-23,-0.5491448858839139
7181,Cmtm3,1.6237766536641089e-25,2.1708138425268958e-23,-0.5682566757408942
1944,March9,1.7267433036009145e-25,2.2776895336698464e-23,-0.5925005192274906
9780,Khdrbs2,1.7624833206729981e-25,2.294243090976049e-23,-0.43863341098289155
9589,Disp3,2.0340424612488582e-25,2.613348320666877e-23,-0.7838227324693818
6720,Zfp758,2.207430330760965e-25,2.7997574695151575e-23,-0.5607739154404987
7693,Alg9,2.4448885351390654e-25,3.0616813010292115e-23,-0.5350531622865633
6576,AI854703,2.49533343090309e-25,3.0857917039905333e-23,-0.6150195950864008
6233,Bcorl1,2.6529396277350814e-25,3.2401891033559454e-23,-0.532804447436062
6554,Utp11,2.878522224774382e-25,3.4728317524015807e-23,-0.7534287599790446
7748,Hira,3.7512557164018766e-25,4.471225638839008e-23,-0.7477439052489752
1633,Glt8d2,4.325033279936907e-25,5.093756456954265e-23,-0.5482051664547773
5766,Gfap,4.504385774011751e-25,5.24257511321156e-23,1.331357172439593
4944,Surf6,4.7873208995973615e-25,5.507089030199617e-23,-0.40103380362155594
4999,Gtf2a1,5.407075726071271e-25,6.148528753795756e-23,-0.41720467717257126
1545,N6amt1,7.943222349843793e-25,8.929806671250527e-23,-0.47831955911427126
8862,Rwdd1,9.526049735056622e-25,1.0588900003248896e-22,-0.4359017035796562
1267,Cbll1,1.0969852311903862e-24,1.1925796584798341e-22,-0.6858596013946681
9566,Hes1,1.0969852311903862e-24,1.1925796584798341e-22,-0.5738280193593521
651,Depdc5,1.1420811171150552e-24,1.2281096186542654e-22,-0.5203097125542513
1515,C1galt1,1.2131904504365962e-24,1.290547647975188e-22,-0.4963309867337191
6102,Nkd1,1.3966256547325875e-24,1.4698742130073923e-22,-0.6746731521867924
9392,Snapc3,1.4539084846057827e-24,1.5140543829689482e-22,-0.7570868078703885
6240,Gm44803,1.707261724989233e-24,1.7593687755540085e-22,-0.4683047840037533
4585,Ttr,2.305816111373302e-24,2.3516947205995956e-22,0.6610352528716987
4565,2610021A01Rik,2.652226751720619e-24,2.677395842323682e-22,-0.5155137098553988
8998,Ak4,2.816030423555226e-24,2.81403929093251e-22,-0.43300212608701205
7363,Gm26384,2.989849774009297e-24,2.9578583814273976e-22,-1.3212165844107098
9697,Col11a1,3.952254512676729e-24,3.8712528607832556e-22,-0.4625995674045251
4884,Caskin2,4.0317120511158145e-24,3.9103654236949755e-22,-0.6206281577738038
3496,Ddx19a,5.117968910363958e-24,4.915734604876761e-22,-0.3825124731166776
7470,Atpaf2,5.325284985915806e-24,5.06567734285241e-22,-0.398296786249313
5168,Edem2,6.493384890218411e-24,6.118005401802927e-22,-0.5960918033672886
8860,Cort,6.890930366530698e-24,6.43131831283851e-22,-0.7627212129875991
7169,Ptgs2,8.736914490596622e-24,8.077971500511438e-22,-0.6463580178267705
8314,Ppard,1.0031823209753873e-23,9.189335834638432e-22,-0.5439780208162226
3133,Wdyhv1,1.0231702260121935e-23,9.2020209508533e-22,-0.6500033614969416
4296,Gadd45g,1.0231702260121935e-23,9.2020209508533e-22,-0.5967293691831248
6265,Pprc1,1.0435524652658401e-23,9.300778863851311e-22,-0.5716419309926444
6273,Gm7565,1.064336739706945e-23,9.401324433857864e-22,-0.49653938733342784
1242,Hspb11,1.0855308991311289e-23,9.503678924871026e-22,-0.431721662357341
7625,Phactr4,1.2708334255413876e-23,1.1028381648141183e-21,-0.3655924575247722
2981,Ackr3,1.4022153153936716e-23,1.2062709665382255e-21,-0.4659975010613788
3829,Ece1,1.4584573494287577e-23,1.2332067143503162e-21,-0.5812264401893241
3431,BC017158,1.4584573494287577e-23,1.2332067143503162e-21,-0.5439123236288124
469,Gpr19,1.8101389028587416e-23,1.5176020479645364e-21,-0.5410513863028115
7897,Uba6,1.919837477367352e-23,1.5960464003021189e-21,-0.7274595618406137
8766,Ccdc137,1.9966013586674803e-23,1.6460314367747819e-21,-0.497257977745555
6595,Cox18,2.245602882720895e-23,1.836012340393208e-21,-0.5659703847446886
1009,Ints13,2.428444080082587e-23,1.9692292855948386e-21,-0.45723604602554957
791,Gtf2h1,2.7306872609603075e-23,2.196316184770758e-21,1.1052375894439441
7327,Gm12183,2.9525819270354313e-23,2.355636532593671e-21,-0.5237924323209873
8292,Prdm10,3.0107894323399286e-23,2.382859188331113e-21,-0.4387983486979614
8450,Robo3,3.384673118440515e-23,2.657505647677144e-21,-0.3875557875945628
7374,Dcps,3.731088607062777e-23,2.883723405443129e-21,-0.5265192521928945
197,Sh3yl1,3.731088607062777e-23,2.883723405443129e-21,-0.5184226599588788
5924,Ublcp1,3.9555539787196783e-23,3.0335112799592077e-21,-0.4201609231721104
6178,Arl6ip6,4.033307264669107e-23,3.0693468284131907e-21,-0.4811159071921507
332,Rgs16,4.621613837919135e-23,3.490200435002596e-21,-0.440028040414175
3159,Pknox1,4.8047849224460746e-23,3.601040699830228e-21,-0.5983215466104861
9283,Ccdc74a,4.899047580973334e-23,3.6168863969081485e-21,-0.6433513114068763
1893,Prepl,4.899047580973334e-23,3.6168863969081485e-21,-0.6649493366934394
589,Fbxl19,5.192960287075909e-23,3.8054782311142196e-21,-0.47659264707575844
323,Gm6710,5.612159315345352e-23,4.0824332431405564e-21,-0.4148874485952696
7563,Sclt1,5.834151649157926e-23,4.2129388514685665e-21,-0.4028218813919793
4696,Slx4,6.427891216262871e-23,4.608052739310767e-21,-0.5043894152121622
4559,Bambi,6.812452027672323e-23,4.848603446745489e-21,-0.37186335849016494
1672,Ndst3,7.081391516350108e-23,5.00401473366083e-21,-0.4059639711696983
3511,Serpinb9,7.651196599347794e-23,5.368318294847357e-21,-0.3927632275602919
1064,Samd10,8.759624339172036e-23,6.0600673837362904e-21,-0.3983680902364357
2123,Mcu,8.759624339172036e-23,6.0600673837362904e-21,-0.5307705881955247
9053,Lama2,8.930436747262088e-23,6.1353340792127666e-21,-0.44269819934957333
775,Susd6,9.104545850952949e-23,6.211811869205347e-21,-0.5664884096525942
321,Mettl5,1.0421057888591547e-22,7.061337376153163e-21,-0.5423915762207265
8440,Diexf,1.1475148781335105e-22,7.722697067601918e-21,-0.6968356272593672
1370,Pik3c2a,1.19257453704496e-22,7.971716145260667e-21,-0.5610161172763473
2322,Gm12155,1.62206665005182e-22,1.0698070245975103e-20,-1.3758737296203938
3935,Chrd,1.62206665005182e-22,1.0698070245975103e-20,-0.46924076206992993
8540,Ppp1r8,1.751456478507646e-22,1.1474939696606718e-20,-0.5664509858970286
9776,Qser1,2.425291687660227e-22,1.5785138596067518e-20,-0.458805277440125
1720,Pcgf1,2.5683950796479235e-22,1.6607276158795366e-20,-0.43226844404326936
860,Zfp65,2.6179289544237827e-22,1.681764360137304e-20,-0.40683082242032764
3950,Kat8,2.719850456544259e-22,1.7359664881672487e-20,-0.5209166426933063
5078,Zfp367,3.1084854022976396e-22,1.9712978259570865e-20,-0.4828744816493149
200,Flywch1,3.3547336469602183e-22,2.1139095521896462e-20,-0.6372700559978917
8078,Spty2d1,5.194341411847838e-22,3.252380986544978e-20,-0.5907799901840001
9165,Vwa1,7.166671103668821e-22,4.459111775383373e-20,-0.4581478205083842
9018,Mrnip,7.3034083970768565e-22,4.515788704517584e-20,-0.42852151565913044
4310,mt-Tv,7.4427266869656685e-22,4.5733475226180963e-20,0.8507978516911869
1707,Zfp322a,8.820986929551747e-22,5.386791586052804e-20,-0.52275332203752
2997,Mrps27,8.988917296884302e-22,5.455666185158061e-20,-0.4849776522533782
9506,Safb,1.045130286469963e-21,6.304557270760576e-20,-0.5423110487747804
7020,Trappc8,1.064991126588295e-21,6.385428615356365e-20,-0.5051715024358439
5700,Lsm11,1.1482380551265293e-21,6.843083782751057e-20,-0.5435539935018179
7311,Mcm4,1.2853222485262407e-21,7.614187427946167e-20,-0.5443263939719802
7401,Smad4,1.4385783409818616e-21,8.471342575793784e-20,-0.48117173300547655
4059,Ccdc84,1.4658225636804156e-21,8.530225072053149e-20,-0.43119692633541984
9689,Gm6368,1.4658225636804156e-21,8.530225072053149e-20,-0.663198149473641
3527,Bloc1s2,1.735158399138381e-21,1.0038550902149711e-19,-0.4268027177531577
3580,Pld5,1.7679530838422073e-21,1.0168813871192418e-19,-0.46474811641695624
2012,Eya3,1.9779996574449812e-21,1.1311185324337108e-19,-0.5464424001480088
5202,Nipbl,2.3401816418466433e-21,1.3305412059074047e-19,-0.47707755399080476
4494,Tmem80,2.4749212921819202e-21,1.399108362488899e-19,-0.3787710952103689
1077,Snhg3,2.666578498065568e-21,1.4988898341683332e-19,-0.4727675603791903
5991,Xpc,2.76784074799065e-21,1.5470196903882202e-19,-0.4921063309407048
8389,2210408F21Rik,2.8729053288506883e-21,1.5967220459730257e-19,-0.47618816408423026
481,Ctbp2,2.9819133644577124e-21,1.648048542713975e-19,-0.5027533920563156
8331,Nrarp,3.460387645066112e-21,1.901867498479947e-19,-0.3339868190606019
716,Sdk2,3.797217259550196e-21,2.0754624502060824e-19,-0.34849697727495244
2326,Nit2,4.832377539217788e-21,2.6267423623890975e-19,-0.3492528446151404
445,Shox2,6.145840270619432e-21,3.3224479670621883e-19,-0.5095492383779758
9887,2310009A05Rik,7.956581097404068e-21,4.277959608511872e-19,-0.4003856405059576
1734,Gm13340,8.72370708347952e-21,4.665061306857454e-19,0.43418268181701336
8196,Ccdc34,8.885689024721246e-21,4.726135565675661e-19,-0.4422720088425587
8189,Snx24,9.389694312614307e-21,4.967499777256328e-19,-0.5162829176657198
1704,Ssh1,1.0105918726242625e-20,5.317970955250972e-19,-0.5688457400135425
3862,Hcn3,1.0293257105373167e-20,5.359536449655618e-19,-0.38747022677296883
6714,Cdh20,1.0293257105373167e-20,5.359536449655618e-19,-0.35885270949273274
3929,Fastkd3,1.0678296582905321e-20,5.530910371449337e-19,-0.35710449916899556
3418,Coq4,1.0876123180501767e-20,5.604035761703332e-19,-0.4619616609846888
9663,Dcx,1.3552296202517174e-20,6.946780638937948e-19,-0.516776340632302
1500,Nup98,1.5688277032633185e-20,8.000212612569077e-19,-0.5822703723139462
1758,5031425E22Rik,1.597766182163617e-20,8.106000430843417e-19,-0.38058079218186336
5757,Mmgt2,1.8156557146286972e-20,9.117909636965331e-19,-0.43193752722420165
3206,Ppm1d,1.8156557146286972e-20,9.117909636965331e-19,-0.3720404783016029
7282,Ercc4,1.9178008379959437e-20,9.582224086007007e-19,-0.30360343712073323
4654,Fam199x,2.062880487289487e-20,1.0255314904901958e-18,-0.3332861018410487
3886,Cyp4f15,2.2188022881883565e-20,1.0920702008481299e-18,-0.37148450880448003
1951,Usp1,2.2188022881883565e-20,1.0920702008481299e-18,-0.5484136303602192
6837,Mylip,2.386366347794177e-20,1.1687288256795938e-18,-0.4828348618610585
7781,Cdc42ep1,2.4747800810513012e-20,1.2060590808788434e-18,-0.5090911694396869
8574,Foxn2,2.6135069302108923e-20,1.2674227480674685e-18,-0.4358951523041439
283,Gfer,2.710234603833807e-20,1.3015704337731967e-18,-0.42276167634792117
1671,Clu,2.710234603833807e-20,1.3015704337731967e-18,1.036817422041036
8480,Cep164,2.914431331826997e-20,1.3928729065586706e-18,-0.31333834292394336
4876,Sdccag8,2.967812749042582e-20,1.4115659387633781e-18,-0.43397027639819274
7297,Tmem38b,3.022160594335707e-20,1.4305375483140261e-18,-0.4103088170242639
3613,Gm11633,3.077492154582863e-20,1.4497918992994413e-18,-0.39267655761361464
3316,Zc3h18,3.369532398240051e-20,1.5798475836866743e-18,-0.5020377013256789
5660,Ctsb,3.62275117125801e-20,1.6826233491669244e-18,1.1017887830096065
6630,Zfp868,3.62275117125801e-20,1.6826233491669244e-18,-0.47367557629626056
8981,Cdkn1a,3.824926371983239e-20,1.7682241400948684e-18,-0.6690356869332303
3812,Unc45a,3.9658656422836207e-20,1.8248515720517143e-18,-0.4152367674531803
564,Sgk3,4.186953856747273e-20,1.9176636344815173e-18,-0.4213956910542871
4417,Donson,4.341070390061021e-20,1.970009604076774e-18,-0.3498696224323705
6870,Cacnb2,4.341070390061021e-20,1.970009604076774e-18,-0.6493220918933922
1037,Med22,5.488826528245938e-20,2.4794959289468975e-18,-0.5690997643942968
9827,Ranbp10,6.006091816208228e-20,2.7008302880794543e-18,-0.5140990600463384
4471,Them4,6.22623585355191e-20,2.7871561673841195e-18,-0.4739107920426493
6637,Usp16,6.812101518610438e-20,3.022068175946774e-18,-0.7333232815882553
8722,Birc2,6.812101518610438e-20,3.022068175946774e-18,-0.505339398842489
4773,Gm14450,7.06141841017006e-20,3.1186880505273394e-18,-0.3844208059358838
9710,Mitf,7.319750446103566e-20,3.2184129405912257e-18,-0.45814841994403643
8061,Pgr,7.724859204242022e-20,3.351843513489751e-18,-0.568262851442487
9422,D430042O09Rik,7.724859204242022e-20,3.351843513489751e-18,-0.3935397758811927
717,Akap12,7.724859204242022e-20,3.351843513489751e-18,-0.43201074557427255
9284,Sh2d3c,8.299658128105428e-20,3.5855247974387335e-18,-0.468053189856545
8350,Gpn3,8.44984117953627e-20,3.634533860397927e-18,-0.423009972998444
9398,Gpr68,8.602709595967688e-20,3.6842686594332614e-18,-0.3940457011673706
3990,5530601H04Rik,8.758310804126209e-20,3.718711106661828e-18,-0.35895154658992645
7360,Pgam5,8.758310804126209e-20,3.718711106661828e-18,-0.673450132120113
2277,Rian,9.579027346598764e-20,4.049799894867589e-18,-0.6989105030554814
5319,Rnft1,9.928198571670815e-20,4.161850358878787e-18,-0.6428881283665637
8435,Dusp16,9.928198571670815e-20,4.161850358878787e-18,-0.3647717833190285
3013,Crtc2,1.028994355253997e-19,4.295291627226916e-18,-0.3300796200456064
5091,Csgalnact1,1.0475670315875127e-19,4.354445648527421e-18,-0.38302447479855317
1280,Arhgap6,1.1052958904462026e-19,4.5751850394076495e-18,-0.3454571927387251
3748,Socs6,1.1871841845208785e-19,4.893672140610438e-18,-0.4799732414511819
5289,Iffo2,1.208575884447266e-19,4.961178931467553e-18,-0.4117837551837171
9102,Ints6l,1.2980187088201213e-19,5.2844852207232346e-18,-0.5007528675699557
4801,Zfx,1.2980187088201213e-19,5.2844852207232346e-18,-0.4528744193574674
523,Eif2ak4,1.3693647713118264e-19,5.5521006895852046e-18,-0.38310112308770083
3438,Trpm3,1.4190678269502336e-19,5.683740085837515e-18,-0.4705143564058538
9474,Lingo2,1.4190678269502336e-19,5.683740085837515e-18,-0.40569701057483787
4311,Tnfaip8l3,1.4190678269502336e-19,5.683740085837515e-18,-0.3318183862132269
7778,Alg14,1.4705529045423755e-19,5.866201566386177e-18,-0.5687795757883745
1468,Ppp2r1b,1.5512604081672013e-19,6.163300890762298e-18,-0.40452418838748816
6480,Prkd3,1.665714962049223e-19,6.5915672478211845e-18,-0.3706708514369348
2433,Bex4,1.695608624035403e-19,6.656609570469144e-18,-0.3530902865931056
6152,Grem2,1.695608624035403e-19,6.656609570469144e-18,-0.5317487843734598
2344,Med11,1.726032309454372e-19,6.749263888313084e-18,-0.41630347778327703
8417,Fam185a,1.7569952985241467e-19,6.8432891686218045e-18,-0.36915223593734936
5050,Cdk8,1.9546388587019556e-19,7.52421876620173e-18,-0.3273328922095651
4706,Cryl1,1.9546388587019556e-19,7.52421876620173e-18,-0.4238552140149361
6550,Kansl1l,1.9546388587019556e-19,7.52421876620173e-18,-0.33694383793794724
105,Ppp1r18,1.98965064213531e-19,7.629307675443652e-18,-0.46931497531925004
1627,Rhobtb3,2.0252819803947445e-19,7.73595159538425e-18,-0.5855761741180681
6293,Bmp2k,2.0615436995608196e-19,7.814119471170571e-18,-0.4617472076154314
5369,3110002H16Rik,2.0615436995608196e-19,7.814119471170571e-18,-0.7500418288816517
5480,Ubxn2a,2.252700171312071e-19,8.473750112087573e-18,-0.5758363242753273
4496,5330438D12Rik,2.252700171312071e-19,8.473750112087573e-18,-0.3779766079561817
7856,Zdhhc13,2.375693403973568e-19,8.902551077844888e-18,-0.38087263616012557
6882,Slc25a15,2.5053174347060377e-19,9.352869955300691e-18,-0.3704245761665188
6600,Otud1,2.641925086461186e-19,9.825776270812223e-18,-0.44903056971755984
9104,Ltk,2.835576646091901e-19,1.0506501782691826e-17,-0.53036505478173
5904,Pacsin3,3.208783140484475e-19,1.1844959555527204e-17,-0.5353909562225532
6881,Gm12166,3.2659170290571226e-19,1.1966561914245227e-17,-0.4297844543279732
3124,Extl1,3.2659170290571226e-19,1.1966561914245227e-17,-0.5054667784926306
5730,Tmem128,3.324055771632243e-19,1.2134643449726118e-17,-0.45897815628097494
6698,Plekhm3,3.6304435830176403e-19,1.3204403811321145e-17,-0.5555316328328761
6415,Tmed1,3.7606669202773337e-19,1.3627940601576433e-17,-0.4462237985468187
1395,Ddx20,4.484285263270813e-19,1.613201240346842e-17,-0.4358111295703786
696,A330009N23Rik,4.484285263270813e-19,1.613201240346842e-17,-0.4216640549823243
9355,Sav1,4.727048358467196e-19,1.694372804721593e-17,-0.4237742267058433
1764,Efemp2,5.160822156931021e-19,1.843177386228108e-17,-0.41660489227963815
6930,Cep290,5.439721912585238e-19,1.928859099684794e-17,-0.5195161948611791
4431,Polr3f,5.439721912585238e-19,1.928859099684794e-17,-0.456616011695683
5447,Lrp1b,5.5359571022482315e-19,1.955972271876491e-17,-0.6509077739187816
4280,Wnk3,5.938004661154209e-19,2.083144684851014e-17,-0.45899900951623707
1173,Yars2,5.938004661154209e-19,2.083144684851014e-17,-0.4078638159070298
7175,Myh7,6.149710781922147e-19,2.142221435406894e-17,-0.40835896072920086
1829,Purb,6.149710781922147e-19,2.142221435406894e-17,-0.966647448013318
4615,Zfp12,6.48132409120074e-19,2.2498154117280324e-17,-0.3970230930659078
56,Zfp61,6.595739633324525e-19,2.281526300436347e-17,-0.3596642309670681
5512,Npas2,7.07369470526336e-19,2.4383296766261474e-17,-0.4558867582405517
5126,2010111I01Rik,7.325343007702468e-19,2.5163061935833513e-17,-0.5624590680212362
1719,Bag2,7.454462838673802e-19,2.5517993378200667e-17,-0.30716797824102926
2937,Gkap1,8.875868513488063e-19,3.027895420825428e-17,-0.40411814947102176
4772,Chmp1b,9.853931962528473e-19,3.338525647441582e-17,-0.4704590631688079
2095,Fosl2,9.853931962528473e-19,3.338525647441582e-17,-0.37185529604194034
8923,Dok4,1.152385856292421e-18,3.890973814437174e-17,-0.44213601776841305
9696,Rbm43,1.2140356964272533e-18,4.085188824746536e-17,-0.3787821565144709
2309,Mapkbp1,1.4440125278299795e-18,4.8425816738379614e-17,-0.5549024859012439
5523,Slc35a1,1.4949248579315254e-18,4.996382303890737e-17,-0.4774947222282169
274,Tmem260,1.5210417240578456e-18,5.06655413336844e-17,-0.4760334879642949
9285,Sod3,1.602126007392396e-18,5.318735768836568e-17,-0.41643931244328236
6002,Fgfr1op,1.746854552553827e-18,5.779810063015054e-17,-0.45967295895004234
2855,Vav3,2.040621804893733e-18,6.729290505271234e-17,-0.5013504012393746
7744,Cacna2d2,2.1489940048912632e-18,7.063122156275504e-17,-0.4997394934339585
9222,Ankrd34c,2.2630453807998142e-18,7.41334700405714e-17,-0.3678397052991622
4083,Sox5,2.302374853831673e-18,7.517291890744799e-17,-0.43255908615384175
567,Lhx9,2.424457618713295e-18,7.889855007214022e-17,-0.38767081268445036
4727,Xrcc5,2.6881150938927702e-18,8.690693667935026e-17,-0.3820586545388478
7118,Rsad1,2.6881150938927702e-18,8.690693667935026e-17,-0.36153406680090594
5025,Cartpt,2.8794146509080817e-18,9.248717253712224e-17,-0.7632421410646897
4797,Kcna4,2.8794146509080817e-18,9.248717253712224e-17,-0.4816294814962765
2044,Taf2,2.9800437378663973e-18,9.540962038418209e-17,-0.36656800011763213
7000,Klhl15,3.19183182412534e-18,1.0186062011636126e-16,-0.41343674904440597
1480,Cdh19,3.3032309179280563e-18,1.0507673141820664e-16,-0.336024271772434
6980,Zbtb6,3.53766992942339e-18,1.1145913570632357e-16,-0.39192669286647774
3687,Hmg20b,3.53766992942339e-18,1.1145913570632357e-16,-0.45443130579817037
2800,Fads3,3.53766992942339e-18,1.1145913570632357e-16,-0.4624491077337929
7519,B2m,3.9881081478732335e-18,1.244616842489271e-16,1.1608700807228125
9332,Grm4,3.9881081478732335e-18,1.244616842489271e-16,-0.44240261881583276
5452,Bloc1s5,3.9881081478732335e-18,1.244616842489271e-16,-0.5108435450916282
745,Rif1,4.0569166845236014e-18,1.2621093320752196e-16,-0.49745808440971473
5668,Mgst1,4.1980686850244734e-18,1.301927695954455e-16,-0.47407224905330914
7178,Lrrfip2,4.2704518434865544e-18,1.32023687773789e-16,-0.5225644136615104
6642,Saxo2,4.4189341905952e-18,1.3618852320111625e-16,-0.33943963884375616
4617,Sirt1,4.495075078347234e-18,1.3810489984499746e-16,-0.36836621390574287
123,4921524J17Rik,4.572510817632746e-18,1.4004906971777323e-16,-0.4279484498021464
1263,Sstr2,4.979885255333068e-18,1.5205557046608036e-16,-0.42528458587947604
192,Hectd2,5.0655590472162705e-18,1.5419561739726326e-16,-0.2936382979686867
1762,Atg2a,5.707398890488952e-18,1.7320029823192394e-16,-0.48126444238483046
1539,Prr14l,6.10954251123546e-18,1.8483701548517555e-16,-0.506250568411085
7533,Cactin,6.320976539086148e-18,1.9065067347920506e-16,-0.43884178159144316
3351,Chsy1,6.539629876300319e-18,1.9664607406151687e-16,-0.44965729827301626
4115,Slc30a7,6.765745597471292e-18,2.028288521084348e-16,-0.5058049541511416
773,Ccdc115,6.99957484311577e-18,2.0920481547717316e-16,-0.38640033408307417
1044,Parp8,7.241377083283963e-18,2.1577995025580798e-16,-0.3400157552946954
8840,Ccdc22,7.365351505093497e-18,2.1881508240207196e-16,-0.48997514924037855
3049,Cc2d1a,7.491420389649889e-18,2.2189407758924058e-16,-0.5283364716606487
