,gene,pval,padj,lfc
2836,E2f3,8.940426048899571e-07,4.233970076676087e-06,-0.15141147040142666
6416,Upf3a,9.029633864176944e-07,4.27212662928276e-06,-0.29039283435216845
7617,Pcdhb17,9.029633864176944e-07,4.27212662928276e-06,-0.17901308380687553
3641,Znrf3,9.119698425020357e-07,4.306500072492907e-06,-0.19462367874779485
9346,Ufsp2,9.119698425020357e-07,4.306500072492907e-06,-0.32123484618910236
6781,Tpcn1,9.119698425020357e-07,4.306500072492907e-06,0.24351880287415817
310,Ube2a,9.119698425020357e-07,4.306500072492907e-06,-0.3841209202490159
2130,Hnrnpul1,9.210627615214587e-07,4.347363501780435e-06,-0.41654310584869236
2723,mt-Ta,9.256418928881242e-07,4.3668932982080174e-06,0.5422025088692068
9329,Ssbp2,9.302429387649424e-07,4.384418005336625e-06,-0.3805780045531231
3634,Chst11,9.302429387649424e-07,4.384418005336625e-06,-0.3353391279520501
2436,Mettl7a1,9.488682839766478e-07,4.4679457084155055e-06,-0.2566613932268469
4657,Rpl28-ps3,9.488682839766478e-07,4.4679457084155055e-06,0.5586030862222442
1538,Bckdk,9.58315077592951e-07,4.5081365014869536e-06,-0.35628478518358886
3806,Entpd4,9.58315077592951e-07,4.5081365014869536e-06,0.44410283719998667
3182,Kif5a,9.678523808462108e-07,4.550838214691808e-06,-0.44666693993782935
1284,Gpx8,9.774810244457066e-07,4.593928634128919e-06,-0.24827801773073688
4142,Tmem205,9.872018463614605e-07,4.6374111424757494e-06,-0.3616173860842169
3680,Naa20,9.97015691884187e-07,4.676849805505103e-06,-0.2043659953564072
1472,Sox2ot,9.97015691884187e-07,4.676849805505103e-06,-0.24840152746170308
3536,Prkcdbp,9.97015691884187e-07,4.676849805505103e-06,-0.42054830527368114
5321,Rab40c,1.0069234136857218e-06,4.721086887010828e-06,-0.3407232814719965
1590,Twistnb,1.016925871879904e-06,4.765726030557978e-06,-0.21993817256734083
7050,Wdtc1,1.0270239340839315e-06,4.810770729115688e-06,-0.32678170451859234
1932,Zbtb41,1.0372184754801874e-06,4.853927331090584e-06,-0.2437868311689
7598,Zkscan8,1.0372184754801874e-06,4.853927331090584e-06,-0.16003988876320108
1344,Zfp106,1.0579005347791643e-06,4.948373518000129e-06,-0.4069388500174904
4971,Gm17494,1.0683898414357268e-06,4.99271643898141e-06,-0.2765958739840473
7878,Dip2b,1.0683898414357268e-06,4.99271643898141e-06,-0.3833707360563663
964,Selenom,1.078979204919219e-06,5.03982118709435e-06,0.644434195118893
5818,Usp8,1.1004617661233124e-06,5.1328940368967135e-06,-0.29489789483339557
9433,Lmo2,1.1004617661233124e-06,5.1328940368967135e-06,-0.25717270199427755
2466,Phf3,1.1004617661233124e-06,5.1328940368967135e-06,-0.3940430592233195
9505,Atg4b,1.1113568156529735e-06,5.181269075049419e-06,0.2521173224996325
5366,Pts,1.122355625758638e-06,5.230082056349602e-06,-0.2632014813105519
1401,Doc2a,1.1334591425712706e-06,5.279336769047825e-06,-0.3449454135193424
5020,Larp4b,1.1446683204320356e-06,5.326530429931386e-06,-0.5030192415467614
6518,Tubb4b-ps1,1.1446683204320356e-06,5.326530429931386e-06,-0.23179287705888196
5352,Evi5,1.1559841219595362e-06,5.371606819420241e-06,-0.40411283206664184
8882,Rps24,1.1559841219595362e-06,5.371606819420241e-06,0.5307295922658408
2761,Magoh,1.1559841219595362e-06,5.371606819420241e-06,-0.21180314484370122
628,Usp46,1.1674075181176035e-06,5.419597642767458e-06,-0.48353216882368155
6466,Cetn2,1.1674075181176035e-06,5.419597642767458e-06,-0.3643073779540513
45,Nol4l,1.178939488283562e-06,5.470566771852382e-06,-0.2308035116013727
6725,Gm37070,1.1905810203170295e-06,5.521996265352261e-06,-0.17634539101009317
8089,Clk2,1.2023331106292546e-06,5.573890095339838e-06,-0.21063167093162516
2721,Tmem243,1.2141967642529703e-06,5.618357618687856e-06,-0.2532503230599028
4796,Gm37421,1.2141967642529703e-06,5.618357618687856e-06,-0.2671477666378683
6435,2810001G20Rik,1.2141967642529703e-06,5.618357618687856e-06,-0.20396930370674848
8972,Ehd3,1.2141967642529703e-06,5.618357618687856e-06,-0.39972495431501986
1756,Yipf2,1.2261729949127848e-06,5.665824118950108e-06,-0.2555289507294223
3359,Man1b1,1.2261729949127848e-06,5.665824118950108e-06,-0.34121068765418006
1891,Elp2,1.2261729949127848e-06,5.665824118950108e-06,-0.3606785152565237
9480,Klf10,1.238262825096098e-06,5.7136819630017245e-06,-0.3302451219939213
4979,Mat2b,1.238262825096098e-06,5.7136819630017245e-06,-0.49806301935562125
9210,Churc1,1.238262825096098e-06,5.7136819630017245e-06,-0.19471269962822912
7688,Xylt2,1.2504672861245768e-06,5.761934262519999e-06,-0.41412975679515096
9371,Sec14l2,1.2504672861245768e-06,5.761934262519999e-06,-0.31546972719916955
6955,Ift88,1.2504672861245768e-06,5.761934262519999e-06,-0.2726603698103425
62,Tmem18,1.2627874182261477e-06,5.815994380126294e-06,-0.24779401648441635
4767,Tacc1,1.2752242706075876e-06,5.870541511922226e-06,-0.5844153516516144
957,Kat6b,1.2877789015275635e-06,5.917323117887685e-06,-0.31441465917631906
3030,Fam63b,1.2877789015275635e-06,5.917323117887685e-06,-0.35509969257232576
846,Rnf40,1.2877789015275635e-06,5.917323117887685e-06,-0.32678701029148627
9468,Slc39a12,1.2877789015275635e-06,5.917323117887685e-06,-0.25220600608608024
4286,Ubp1,1.3004523783703617e-06,5.964476300054701e-06,-0.3121282259819136
9345,Qrich1,1.3004523783703617e-06,5.964476300054701e-06,-0.3966722320033824
9543,Ube2j2,1.3004523783703617e-06,5.964476300054701e-06,-0.31972867103166536
5060,Slc6a11,1.3004523783703617e-06,5.964476300054701e-06,0.5344513407009357
9541,Spry2,1.3068340200839398e-06,5.990968007734206e-06,-0.32581418170367105
176,Stx5a,1.3132457777200726e-06,6.012003923639369e-06,-0.3934330316398631
6964,Etfa,1.3132457777200726e-06,6.012003923639369e-06,-0.2921478755573377
1069,Alkbh6,1.3132457777200726e-06,6.012003923639369e-06,-0.2596209583390179
51,Gpkow,1.3261601854353779e-06,6.068317629284086e-06,-0.2390201379994048
2726,Trio,1.3523564162231333e-06,6.182468588583853e-06,-0.4254345711543541
938,Maoa,1.3523564162231333e-06,6.182468588583853e-06,-0.2970276087480981
7829,Lin37,1.3656404580669003e-06,6.2403145735130915e-06,-0.28108445992036835
6001,Ube2d1,1.3925860133131758e-06,6.360504815192635e-06,-0.27713646820817406
6039,Pbrm1,1.4062498031976836e-06,6.419948916951861e-06,-0.3517575207560748
3370,Tns3,1.4200424685488033e-06,6.470971967458917e-06,-0.24752337357318677
4815,Stmn1,1.4200424685488033e-06,6.470971967458917e-06,0.5030558123144742
2615,Nol12,1.4200424685488033e-06,6.470971967458917e-06,-0.336796590912229
3342,Psmb10,1.4200424685488033e-06,6.470971967458917e-06,0.2897165898728211
8408,Shisa2,1.433965172182911e-06,6.5284019550876845e-06,0.1543513941412673
8230,Csnk2a2,1.433965172182911e-06,6.5284019550876845e-06,-0.40690329126370006
7253,Naca,1.505570665855733e-06,6.848096826349778e-06,-0.4251784523845208
1171,Pak1ip1,1.505570665855733e-06,6.848096826349778e-06,-0.298812316869002
8598,Brms1l,1.5202985825312983e-06,6.908733981158536e-06,-0.3480669352398804
3719,Letm2,1.5202985825312983e-06,6.908733981158536e-06,-0.2307357903660252
5079,Chchd5,1.535164961023074e-06,6.9666912657804e-06,-0.21617966324554505
6448,Fam126b,1.535164961023074e-06,6.9666912657804e-06,-0.5665744975983706
9328,Sac3d1,1.535164961023074e-06,6.9666912657804e-06,-0.300309176270801
7040,Prpf38a,1.5501710462280532e-06,7.02512238219612e-06,-0.2128170675886878
2368,Ephx1,1.5501710462280532e-06,7.02512238219612e-06,0.21379236434307192
1128,Usf3,1.5501710462280532e-06,7.02512238219612e-06,-0.23518280991094365
9425,Nts,1.5653180936790574e-06,7.090518269581921e-06,-0.16792758737667057
7164,C1d,1.5960401511438293e-06,7.2263730962315345e-06,-0.41451839882552743
3129,Frmd4b,1.6116177261760042e-06,7.290230528147787e-06,-0.21019758179610637
4102,Tnnt1,1.6116177261760042e-06,7.290230528147787e-06,-0.2897879316045122
4157,Gpsm1,1.6273413936654655e-06,7.357992873643716e-06,-0.30178651411966406
5504,Ltbp4,1.643212463621079e-06,7.426359480403533e-06,-0.21994849023611174
291,Cdc42se1,1.6754021068514232e-06,7.568380384968553e-06,-0.3036375743938704
4736,Mfn1,1.6917233562982761e-06,7.635136479862612e-06,-0.3253569085005843
1372,Nfu1,1.6917233562982761e-06,7.635136479862612e-06,-0.3530314109199084
4321,Peak1,1.708197360736547e-06,7.705971951557985e-06,-0.2020936351735596
7115,Rab33a,1.7248254868725813e-06,7.773894551995648e-06,-0.2858861433724744
5939,mt-Tc,1.7248254868725813e-06,7.773894551995648e-06,0.5173629622882832
7759,Erbin,1.7416091130261315e-06,7.842393698301101e-06,-0.3918716152327191
921,Hlf,1.7416091130261315e-06,7.842393698301101e-06,-0.5448023272414506
5699,Ift140,1.7585496292232676e-06,7.911474070898493e-06,0.21091110673874702
4393,Rbm8a2,1.7585496292232676e-06,7.911474070898493e-06,-0.19259063041853075
3242,Pdhx,1.7756484372899202e-06,7.981140386237701e-06,-0.3604231568632743
7309,Cdc5l,1.7756484372899202e-06,7.981140386237701e-06,-0.25711754307891166
2313,Pdcd5,1.7929069509462155e-06,8.055053799142102e-06,-0.36380253499813353
1053,Tmem43,1.810326595901418e-06,8.118568002381111e-06,0.21450214167660508
9512,Thap1,1.810326595901418e-06,8.118568002381111e-06,-0.1739233112640859
9388,Ldlr,1.810326595901418e-06,8.118568002381111e-06,-0.18450336285166014
3976,Rps6ka3,1.810326595901418e-06,8.118568002381111e-06,-0.29470433771709104
6335,Pik3ip1,1.827908809949632e-06,8.189991782985376e-06,-0.25392284827863865
7036,Cd81,1.827908809949632e-06,8.189991782985376e-06,0.6004530168517945
3700,Asb1,1.8635667575047548e-06,8.34220177918305e-06,-0.245502130600336
8265,Brd3,1.8635667575047548e-06,8.34220177918305e-06,-0.39854418716546025
4448,Gabarap,1.8725851305554892e-06,8.378780957297808e-06,0.5551340984362305
2791,Nyap2,1.88164542789518e-06,8.415514565174963e-06,-0.34527748034232086
5934,Kif21b,1.8998925413420126e-06,8.481785609881106e-06,-0.27616670357860595
6408,St6galnac4,1.8998925413420126e-06,8.481785609881106e-06,-0.3154608350225052
4563,Rasgrp1,1.8998925413420126e-06,8.481785609881106e-06,-0.653126847764355
1419,Ube2w,1.8998925413420126e-06,8.481785609881106e-06,-0.43714093369323503
5399,Clasp1,1.918309597523803e-06,8.560142917592685e-06,-0.35491800182023514
766,Amotl1,1.936898108793122e-06,8.639194314828835e-06,-0.2819291591218889
3841,Crls1,1.955659600277304e-06,8.715018209704219e-06,-0.38061728746831225
8377,Trim62,1.955659600277304e-06,8.715018209704219e-06,-0.2239056898244698
5225,Bbs2,1.9745956099799288e-06,8.7914826145506e-06,-0.26333176102132505
2185,Golm1,1.9745956099799288e-06,8.7914826145506e-06,0.2066239153053635
9015,Papd7,1.9937076888831047e-06,8.872582170994401e-06,-0.2687289233223895
1772,Chm,2.0033302425409455e-06,8.911396622957542e-06,-0.3002723423661502
9647,Acvr1b,2.012997401050431e-06,8.950374511726702e-06,-0.3183019627642789
9477,St8sia1,2.032466323730779e-06,9.020722001197217e-06,-0.2504459323241637
8637,Eif2ak3,2.032466323730779e-06,9.020722001197217e-06,-0.21890134920724424
9136,Cplx1,2.032466323730779e-06,9.020722001197217e-06,0.5545728596033683
2569,Ldb2,2.032466323730779e-06,9.020722001197217e-06,-0.39055192448056175
2679,Pank2,2.052116047462787e-06,9.095691782056161e-06,-0.35910083002127813
4425,Trpm7,2.052116047462787e-06,9.095691782056161e-06,-0.2430006774247211
3949,Pum2,2.052116047462787e-06,9.095691782056161e-06,-0.5309478865188559
1861,9330159F19Rik,2.071948176180187e-06,9.175373011168571e-06,-0.4830286589302588
8763,R3hcc1l,2.071948176180187e-06,9.175373011168571e-06,0.15002031653097436
8433,Rpl26,2.0919643273178245e-06,9.25158832818741e-06,0.5438557193517646
1298,Gm12005,2.0919643273178245e-06,9.25158832818741e-06,-0.22544898078068076
7846,Supt20,2.0919643273178245e-06,9.25158832818741e-06,-0.24689313091022136
514,Acvr2a,2.112166131918532e-06,9.332585771804395e-06,-0.36114877786479305
2555,D430041D05Rik,2.112166131918532e-06,9.332585771804395e-06,-0.4651373625150308
2024,mt-Ts2,2.122337167715825e-06,9.373340000094935e-06,0.4564231072159659
6887,Hibadh,2.132555234740749e-06,9.41006643054872e-06,-0.3692015251355203
516,Mon1a,2.132555234740749e-06,9.41006643054872e-06,-0.285863227306395
4446,Ranbp1,2.153133294366928e-06,9.492400927438511e-06,-0.239572306614261
5363,Ubb,2.153133294366928e-06,9.492400927438511e-06,0.36803146958809485
342,Nelfb,2.163493705095394e-06,9.533827716930395e-06,-0.33827536613135134
6274,Dennd5b,2.1739019833127882e-06,9.575428459890211e-06,-0.43594515597881056
8229,Bbs5,2.194862988137223e-06,9.659154600374354e-06,-0.25214227775912956
7049,Tfpt,2.194862988137223e-06,9.659154600374354e-06,-0.18911180996339816
4107,Gpr88,2.216018009553249e-06,9.74791737150302e-06,-0.3706083045555433
5825,Wdr37,2.2373687625395464e-06,9.837461852357214e-06,-0.42000772734769676
4816,Ppp4r1,2.2806643951415876e-06,1.0023373105791082e-05,-0.1783495906534318
6453,Sec23ip,2.302612777059249e-06,1.0110851399665846e-05,-0.26322238383493346
7088,Ppp1r12b,2.302612777059249e-06,1.0110851399665846e-05,-0.335732010167205
5104,Bnip1,2.324763895380017e-06,1.0203588827415487e-05,-0.21500818659595122
2374,Fkbp15,2.3696815082247955e-06,1.0386911458071734e-05,-0.18616532480543224
1070,Il18,2.3696815082247955e-06,1.0386911458071734e-05,-0.245905090154789
6537,C4b,2.3696815082247955e-06,1.0386911458071734e-05,0.45580414729824525
8682,Rprml,2.392451623745185e-06,1.0482074363911034e-05,-0.398061672965242
1883,Atp5k,2.4154317178972044e-06,1.057339202883055e-05,0.5174652836676135
5058,Kif5b,2.4154317178972044e-06,1.057339202883055e-05,-0.5761035078441825
9513,Eif2s3x,2.438623639210413e-06,1.0660761671546008e-05,-0.22910590403865072
1628,Traf3,2.438623639210413e-06,1.0660761671546008e-05,-0.35497269997212655
5747,Gm5451,2.438623639210413e-06,1.0660761671546008e-05,0.4926698283754689
3741,Pced1a,2.4620292516421406e-06,1.0753578537084193e-05,0.1762744168249606
8274,Scd2,2.4620292516421406e-06,1.0753578537084193e-05,0.4026343039731177
6912,Rab6a,2.4856504346983793e-06,1.0847172364565976e-05,-0.44069941670966095
4233,Nhsl1,2.4856504346983793e-06,1.0847172364565976e-05,-0.25692704648206366
4680,Scly,2.509489083555558e-06,1.0936729296746755e-05,-0.2127984783066843
5510,Phf5a,2.509489083555558e-06,1.0936729296746755e-05,-0.26975837850003614
4977,Tdrd7,2.509489083555558e-06,1.0936729296746755e-05,-0.17574169424662855
1912,Rpl11,2.5335471091832294e-06,1.102700464194883e-05,0.5282800209705245
4493,Vps53,2.5335471091832294e-06,1.102700464194883e-05,-0.34991349722402276
6995,Acer3,2.5335471091832294e-06,1.102700464194883e-05,-0.22061418595619653
3517,Pla2g12a,2.557826438467616e-06,1.1118003934868244e-05,-0.2660323783389318
3568,Gm6905,2.557826438467616e-06,1.1118003934868244e-05,0.208217683825203
2889,Dusp5,2.557826438467616e-06,1.1118003934868244e-05,0.1628367620854103
5812,Prmt2,2.582329014336072e-06,1.1209732750691865e-05,-0.29636775286189376
3115,Smg9,2.582329014336072e-06,1.1209732750691865e-05,-0.2774362595364188
6258,Rhou,2.582329014336072e-06,1.1209732750691865e-05,-0.36648437525588484
9580,Dennd1b,2.607056795882419e-06,1.1302196705374572e-05,-0.16845334243154575
4985,Simc1,2.607056795882419e-06,1.1302196705374572e-05,-0.15191507593586095
4646,Atp1b1,2.607056795882419e-06,1.1302196705374572e-05,0.27597967166896353
3090,Fau,2.6320117584932388e-06,1.1400390685977938e-05,0.545453913721575
4405,Trove2,2.6320117584932388e-06,1.1400390685977938e-05,-0.4479360928573266
262,Zcchc10,2.7082597336463246e-06,1.1715266088746432e-05,-0.20280357811782856
8760,Ash1l,2.7082597336463246e-06,1.1715266088746432e-05,-0.4928629254558681
8340,Gtf2f2,2.7082597336463246e-06,1.1715266088746432e-05,-0.20074921787826927
9819,Ppfia1,2.7341435047058237e-06,1.1816898948036136e-05,-0.23520438315027725
4088,Syn1,2.7341435047058237e-06,1.1816898948036136e-05,0.5771234104115166
1347,C330006A16Rik,2.7602645826370257e-06,1.1919379099095632e-05,-0.33382417931787245
1913,Mcat,2.7602645826370257e-06,1.1919379099095632e-05,-0.21272529738724444
7545,Mas1,2.786625043285909e-06,1.2022713280953988e-05,-0.20033825997589627
2641,Zfp704,2.786625043285909e-06,1.2022713280953988e-05,-0.2640840040307664
4770,Pddc1,2.8132269797009004e-06,1.212162652882448e-05,-0.32275199202331706
1865,P4ha1,2.8132269797009004e-06,1.212162652882448e-05,-0.19135206346522793
4318,Gtf2ird1,2.8132269797009004e-06,1.212162652882448e-05,-0.21185051631273133
3158,Map3k5,2.8671637388384544e-06,1.23379081636924e-05,-0.29407692088141957
7802,Alg11,2.8671637388384544e-06,1.23379081636924e-05,-0.27892398125980744
1042,Rgs7bp,2.8671637388384544e-06,1.23379081636924e-05,-0.4739073476312239
2903,Igsf9b,2.8945028348784705e-06,1.2444726877641332e-05,-0.32885592719436296
8507,Mrpl40,2.8945028348784705e-06,1.2444726877641332e-05,-0.3711470275969768
8718,Efemp1,2.9499332760643126e-06,1.2666532074698024e-05,-0.19232480512684091
1415,Clta,2.9499332760643126e-06,1.2666532074698024e-05,0.4798376751540445
6976,Lin7b,2.9499332760643126e-06,1.2666532074698024e-05,-0.37239236162566147
1714,Arhgap15,2.978029001401315e-06,1.277608018684441e-05,-0.20044835383139503
9739,Nrxn2,2.978029001401315e-06,1.277608018684441e-05,0.606250621672511
4708,Usp42,3.0063813468670085e-06,1.2886538416185146e-05,-0.1683361262813481
1760,Bcl11b,3.0063813468670085e-06,1.2886538416185146e-05,-0.34639210605265713
6574,Serpini1,3.0349925480251753e-06,1.2992289605198208e-05,-0.5449766288961122
4400,Nfkb1,3.0349925480251753e-06,1.2992289605198208e-05,-0.26081577550867774
859,Usp20,3.0349925480251753e-06,1.2992289605198208e-05,-0.28259287456190485
3737,Ccm2,3.049395923141214e-06,1.3048301845863335e-05,-0.307447666969745
5004,Paxip1,3.0638648588807154e-06,1.3104546065242939e-05,-0.23248573352708313
3951,Gm10029,3.0930005520222894e-06,1.3217734108490933e-05,-0.19953362969198896
8268,Zfp354c,3.0930005520222894e-06,1.3217734108490933e-05,-0.30191982261312855
9257,Ufl1,3.1224019187659257e-06,1.33318611058918e-05,-0.1854968360440159
1471,Gm3488,3.1224019187659257e-06,1.33318611058918e-05,0.16206777418370688
1368,Nde1,3.152071269299679e-06,1.3452735576868734e-05,0.13140234254116478
7696,Fchsd2,3.182010932829325e-06,1.3568807826931255e-05,-0.3114702350483318
7259,Spint2,3.182010932829325e-06,1.3568807826931255e-05,-0.25296322392616855
8714,Scp2-ps2,3.212223257725061e-06,1.3691738340660934e-05,-0.27050715507568857
4601,Mtg1,3.242710611669276e-06,1.3815734746444507e-05,-0.22063204790157975
5428,Cib1,3.2734753818053903e-06,1.3916842265664257e-05,-0.42845172430211864
7555,Polr3gl,3.2734753818053903e-06,1.3916842265664257e-05,-0.23525576465965425
7791,2900064F13Rik,3.2734753818053903e-06,1.3916842265664257e-05,-0.22349802408174568
714,Ksr2,3.2734753818053903e-06,1.3916842265664257e-05,-0.23909944147757578
6201,4933427D14Rik,3.2734753818053903e-06,1.3916842265664257e-05,-0.23457829542032194
8825,Rps15a,3.3045199748877144e-06,1.403073652856831e-05,0.5350470264872955
3367,Sema6a,3.3045199748877144e-06,1.403073652856831e-05,-0.33666519756252455
6345,Synpo2,3.3045199748877144e-06,1.403073652856831e-05,-0.19536267418761533
9807,Gm20620,3.3358468174323834e-06,1.415160058527383e-05,-0.23953133607816568
9071,Zfp513,3.3358468174323834e-06,1.415160058527383e-05,-0.21872829760771406
5138,P3h4,3.36745835586941e-06,1.4273464230769527e-05,-0.19976096944132848
6535,Acyp2,3.36745835586941e-06,1.4273464230769527e-05,-0.28031775410831905
4229,Coq7,3.3993570566957377e-06,1.4396335343275229e-05,-0.22527014635285436
2094,Parp2,3.3993570566957377e-06,1.4396335343275229e-05,-0.2249606103082442
8411,Atp6v0a1,3.4315454066294415e-06,1.4526435048260618e-05,0.5622413023211568
9427,Gm14513,3.464025912765009e-06,1.462638000639532e-05,-0.22379361226923855
806,Sept6,3.464025912765009e-06,1.462638000639532e-05,-0.37338649682445624
8334,Ppp4r2,3.464025912765009e-06,1.462638000639532e-05,-0.3949543478459123
2631,Zfp598,3.464025912765009e-06,1.462638000639532e-05,-0.29330781442471565
6454,Gstk1,3.464025912765009e-06,1.462638000639532e-05,-0.2914037522383497
8413,Pan3,3.464025912765009e-06,1.462638000639532e-05,-0.2549929399399664
9866,Pqlc1,3.496801102729683e-06,1.4758469841853562e-05,-0.23216972939867997
7841,Arhgap27,3.529873524840978e-06,1.4891700972815265e-05,-0.5547873765255478
3132,Sap130,3.563245748265242e-06,1.5006892374452124e-05,-0.20200001534145162
9791,Kbtbd7,3.563245748265242e-06,1.5006892374452124e-05,-0.3507685257419073
5933,Ccdc43,3.563245748265242e-06,1.5006892374452124e-05,-0.267128928301017
8516,Nim1k,3.563245748265242e-06,1.5006892374452124e-05,-0.2554268946761562
2261,Pyroxd1,3.596920363177394e-06,1.5135828648623548e-05,-0.2503307563602801
4153,Appl1,3.596920363177394e-06,1.5135828648623548e-05,-0.38990913914323055
8083,Dnmt3a,3.6308999809217465e-06,1.526582809658259e-05,-0.308439022363701
320,Sgsm3,3.6308999809217465e-06,1.526582809658259e-05,-0.3545731859073378
8743,Faim2,3.6651872341740485e-06,1.5403439807852106e-05,0.573180252760773
9310,Ncoa6,3.6997847771044666e-06,1.5535641256321937e-05,-0.3147776504524673
6326,Ctnna1,3.6997847771044666e-06,1.5535641256321937e-05,-0.3046347150370474
7263,Api5,3.734695285541998e-06,1.5675579321114546e-05,-0.23445756009620577
8303,Slc29a1,3.769921457139838e-06,1.580331905740865e-05,-0.17063849654372643
5881,Abca8a,3.769921457139838e-06,1.580331905740865e-05,-0.1758886922587921
837,Adgrb2,3.769921457139838e-06,1.580331905740865e-05,0.5725134959120881
8174,Gbe1,3.8054660115419595e-06,1.5945563427439477e-05,-0.20710621439971622
7784,Spaca6,3.841331690550933e-06,1.608903235165977e-05,-0.20063201185069612
6604,Llph,3.877521258296786e-06,1.6213152074526673e-05,-0.20503686291019818
4011,Fam222b,3.877521258296786e-06,1.6213152074526673e-05,-0.25441401962258947
8767,Zfp788,3.877521258296786e-06,1.6213152074526673e-05,-0.20749370592536476
3338,Pradc1,3.877521258296786e-06,1.6213152074526673e-05,-0.2513843533319333
3895,Spire1,3.895738370383709e-06,1.628244178208958e-05,-0.42958997217514927
3537,Fam114a2,3.9140375014072065e-06,1.6352015625600293e-05,0.19507907188081663
9453,Tmem258,3.950883229178817e-06,1.6498981758660208e-05,-0.31255438989707507
4433,Marf1,3.988061273749728e-06,1.6640189869762152e-05,-0.3561394157698867
4886,Cacng2,3.988061273749728e-06,1.6640189869762152e-05,-0.42811706613071276
206,Znhit3,4.025574490273272e-06,1.6768424603062518e-05,-0.26503746561845887
8594,Acaa1a,4.025574490273272e-06,1.6768424603062518e-05,-0.29645449203495566
7146,Leprot,4.025574490273272e-06,1.6768424603062518e-05,-0.21136164599381946
4166,Hapln2,4.025574490273272e-06,1.6768424603062518e-05,-0.3565318634304049
2592,R3hcc1,4.063425757092945e-06,1.6911851499756207e-05,-0.2469930061186849
3271,Msl3l2,4.063425757092945e-06,1.6911851499756207e-05,-0.17940594093990203
8494,Proser1,4.1016179759185525e-06,1.7063627685349974e-05,-0.22321336019199745
5064,Fam105a,4.140154072003681e-06,1.7202244533528947e-05,-0.18432806704681592
179,Cacng5,4.140154072003681e-06,1.7202244533528947e-05,-0.2174037344303601
2018,Wipf3,4.140154072003681e-06,1.7202244533528947e-05,-0.5025644795644615
5602,Mctp1,4.179036994324295e-06,1.733468049679256e-05,-0.23670320475554796
9372,Sipa1l2,4.179036994324295e-06,1.733468049679256e-05,-0.21971732305325542
4438,Rtfdc1,4.179036994324295e-06,1.733468049679256e-05,-0.4018198999911471
9151,Hecw1,4.179036994324295e-06,1.733468049679256e-05,-0.4706234746979865
2687,Mms19,4.218269715758667e-06,1.7482757560955383e-05,-0.1525346039087161
6213,4931428F04Rik,4.218269715758667e-06,1.7482757560955383e-05,-0.16168805797085906
9434,Gm11942,4.2380181867482965e-06,1.7557250385888148e-05,0.4107219422815369
9435,Mrpl57,4.257855233268486e-06,1.7617298963916826e-05,-0.2940261663840156
7741,Gm10260,4.257855233268486e-06,1.7617298963916826e-05,-0.29028045022165117
1285,Cacnb4,4.257855233268486e-06,1.7617298963916826e-05,-0.544469234492964
5471,Otud4,4.338096765874205e-06,1.794180238494712e-05,-0.24684683189639145
1759,Slc39a14,4.378758896958772e-06,1.8102407759136288e-05,0.1894047620277437
597,Fzd2,4.419786056467364e-06,1.8249141676390496e-05,-0.18736543818608364
9767,Tmem5,4.419786056467364e-06,1.8249141676390496e-05,-0.22283427539493683
8063,Kcnip1,4.419786056467364e-06,1.8249141676390496e-05,-0.22705514025953732
4422,Ier5,4.461181364540597e-06,1.839702677757404e-05,-0.4919128691035022
3121,Grid2,4.461181364540597e-06,1.839702677757404e-05,-0.17926793860430212
1957,Zmat4,4.461181364540597e-06,1.839702677757404e-05,-0.3554435989578124
2843,Pip4k2c,4.502947966516277e-06,1.856152676364397e-05,-0.3462304838634003
667,Srrm3,4.587607760653963e-06,1.8902625396147293e-05,-0.31101341358128387
4064,Tm9sf4,4.630507371195336e-06,1.9055577963076313e-05,-0.1985328611874948
1581,Fam189a1,4.630507371195336e-06,1.9055577963076313e-05,-0.2806312498289678
6371,Zscan26,4.630507371195336e-06,1.9055577963076313e-05,-0.3981742877735952
7319,Pyurf,4.673791112784725e-06,1.922570290177933e-05,-0.1927855272547312
6096,Abcb7,4.7174622596245425e-06,1.939727935763325e-05,-0.29232108445646876
3138,Neurod2,4.761524112275263e-06,1.9554071416662175e-05,-0.45465344335261904
3780,Fbxl14,4.761524112275263e-06,1.9554071416662175e-05,-0.15934557915825653
9698,Tmed5,4.761524112275263e-06,1.9554071416662175e-05,-0.32720591452435155
868,2610044O15Rik8,4.8059799978536055e-06,1.9728448182060466e-05,-0.23478422018413792
2331,Rpl23a-ps5,4.850833270232119e-06,1.98960586825897e-05,-0.25195585264823883
778,Zdhhc7,4.850833270232119e-06,1.98960586825897e-05,-0.4060568064376078
8907,H2-T22,4.896087310240143e-06,2.007334925827009e-05,-0.23094029726901155
7125,Plekho1,4.941745525866096e-06,2.0252149331977335e-05,-0.29516807678683765
6018,Bcl2,4.964727272008616e-06,2.0337907619868008e-05,-0.2238478987959578
998,Maf,4.9878113524612565e-06,2.0424013952772853e-05,-0.29225648942276905
3786,Ndufa12,5.034288252944848e-06,2.0588761342035294e-05,0.5165177515069264
1835,Acot1,5.034288252944848e-06,2.0588761342035294e-05,-0.24711204970493394
9502,Htr1b,5.034288252944848e-06,2.0588761342035294e-05,0.17263859136184756
9590,Ktn1,5.057681945645975e-06,2.0675887391849436e-05,-0.3856669826616539
6356,Gm12338,5.0811797180105964e-06,2.072057335131032e-05,-0.5175898275531834
6210,Gm10420,5.0811797180105964e-06,2.072057335131032e-05,0.1581133811742772
